component_id,name,source_column,mention_count
Component_24,车漆,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_25,内饰,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_26,鲨鱼形态,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_27,家族式设计,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_28,运动,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_29,掀背门,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_30,卡钳罩,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_31,城市越野风,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_32,前后灯,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_33,线性,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_34,简约,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_35,匀称,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_36,爆满,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_37,整体,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,2
Component_38,尺寸,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_39,轿跑,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_40,整体尺寸,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_41,比例,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_42,侧面,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_43,尾翼,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_44,外造型,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_45,SUV造型,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_46,发罩,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_47,分缝形式,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_48,灯具,13、劣势点,1
Component_49,车尾,13、劣势点,1
Component_50,后尾部,13、劣势点,1
Component_51,空间,13、劣势点,1
Component_52,仪表,13、劣势点,1
Component_53,细节部分,13、劣势点,1
Component_54,外造型,13、劣势点,1
Component_55,微细节,13、劣势点,1
Component_56,前脸,13、劣势点,6
Component_57,门把手,13、劣势点,2
Component_58,车身外钣金件,13、劣势点,1
Component_59,接缝,13、劣势点,1
Component_60,前备箱,13、劣势点,1
Component_61,车顶摄像头,13、劣势点,1
Component_62,侧面,13、劣势点,1
Component_63,鲨鱼鳍,13、劣势点,1
Component_64,后背,13、劣势点,1
Component_65,车头,13、劣势点,1
Component_66,车型,13、劣势点,1
Component_67,颜色,13、劣势点,1
Component_68,配置,13、劣势点,1
Component_69,车高,13、劣势点,1
Component_70,车宽,13、劣势点,1
Component_71,设计,13、劣势点,1
Component_72,尾部,13、劣势点,3
Component_73,轮辋,13、劣势点,1
Component_74,轮毂,13、劣势点,1
Component_75,A柱,13、劣势点,1
Component_76,后四窗,13、劣势点,1
Component_77,亮饰条,13、劣势点,1
Component_78,车身,13、劣势点,1
Component_79,发盖,13、劣势点,1
Component_80,分缝,13、劣势点,1
Component_81,前脸灯,13、劣势点,1
Component_82,保险杠,13、劣势点,1
Component_83,制造工艺,13、劣势点,1
Component_84,造型,13、劣势点,1
Component_85,中控,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,2
Component_86,控制区域,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_87,储物区域,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_88,包袱,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_89,方向盘,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_90,座椅布局,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_91,配色,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_92,内饰,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,10
Component_93,身体接触部分,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_94,仪表台,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_95,储物,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_96,氛围灯,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,3
Component_97,内饰材料,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_98,内饰颜色,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_99,IP贯穿屏,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_100,真皮座椅,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_101,座椅加热,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_102,电动调节,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_103,座椅通风,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_104,十点按摩,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_105,电动遮阳帘,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_106,压缩机大冰箱,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_107,全功能方向盘,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_108,操控,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_109,车内,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_110,第三排座椅,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_111,车窗遮阳帘,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_112,中控台,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_113,中控显示屏,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_114,bose音响,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_115,后排座椅加热,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_116,屏幕,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_117,座椅,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_118,大屏,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_119,天幕屏,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_120,储物空间,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_121,置物空间,20、劣势点,1
Component_122,内饰,20、劣势点,1
Component_123,开关,20、劣势点,1
Component_124,储物空间,20、劣势点,2
Component_125,皮质表面,20、劣势点,1
Component_126,触碰区域,20、劣势点,1
Component_127,仪表台,20、劣势点,1
Component_128,塑料部件,20、劣势点,2
Component_129,按键,20、劣势点,1
Component_130,二排过道,20、劣势点,1
Component_131,方向盘,20、劣势点,1
Component_132,座椅,20、劣势点,2
Component_133,翻毛皮,20、劣势点,1
Component_134,板块,20、劣势点,1
Component_135,设计,20、劣势点,1
Component_136,空间,20、劣势点,2
Component_137,前排座椅,20、劣势点,1
Component_138,导轨,20、劣势点,1
Component_139,仪表,20、劣势点,1
Component_140,三排导轨,20、劣势点,1
Component_141,驾驶员信息显示系统,20、劣势点,1
Component_142,内饰用料,20、劣势点,2
Component_143,软包区域,20、劣势点,1
Component_144,造型,20、劣势点,1
Component_145,风格,20、劣势点,1
Component_146,副驾前方储物格,20、劣势点,1
Component_147,座椅下方抽屉,20、劣势点,1
Component_148,抽屉,20、劣势点,1
Component_149,前排中间空调出风口,20、劣势点,1
Component_150,用料,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_151,工艺,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_152,车型,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_153,包覆,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_154,竹炭材质,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_155,身体接触部分,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_156,软包,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,3
Component_157,搪塑,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_158,一键小憩模式,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_159,大床模式,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_160,仪表台,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,2
Component_161,氛围灯,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_162,化妆镜,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,2
Component_163,座椅,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,2
Component_164,内饰,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,5
Component_165,皮质,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_166,身体接触面,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_167,真皮,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,2
Component_168,地毯,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_169,车顶,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_170,麂皮,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_171,座椅材质,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_172,内饰造型,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_173,内饰材质,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_174,内饰颜色,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_175,仪表,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_176,方向盘,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,2
Component_177,门饰板,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_178,仪表板,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_179,翻毛皮,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_180,拉手,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_181,H5,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_182,门板,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_183,软包材料,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_184,实木,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_185,IP,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_186,CONSOLE,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_187,亮饰条,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_188,车内软包覆,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_189,车载冰箱,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_190,喇叭网孔,21、劣势点,1
Component_191,内饰,21、劣势点,3
Component_192,后排座椅,21、劣势点,1
Component_193,金属制品,21、劣势点,1
Component_194,软包,21、劣势点,3
Component_195,门板开关面板,21、劣势点,1
Component_196,中控台饰板,21、劣势点,1
Component_197,毛织,21、劣势点,1
Component_198,内饰接缝面,21、劣势点,1
Component_199,按摩,21、劣势点,1
Component_200,内饰布局,21、劣势点,1
Component_201,内饰颜色,21、劣势点,1
Component_202,内饰用料,21、劣势点,1
Component_203,布料,21、劣势点,1
Component_204,硬塑料,21、劣势点,2
Component_205,双连屏,21、劣势点,1
Component_206,按键面板,21、劣势点,1
Component_207,IP台,21、劣势点,1
Component_208,翻毛皮,21、劣势点,1
Component_209,仪表台,21、劣势点,1
Component_210,镀铬饰条,21、劣势点,1
Component_211,仿皮座椅,21、劣势点,1
Component_212,第三排,21、劣势点,1
Component_213,材质,21、劣势点,2
Component_214,用料,21、劣势点,1
Component_215,Console,21、劣势点,1
Component_216,门板,21、劣势点,1
Component_217,顶棚,21、劣势点,1
Component_218,工艺,21、劣势点,1
Component_219,唤醒,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_220,识别,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,2
Component_221,响应,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_222,AI形象,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_223,拾音分区,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_224,语音交互,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,3
Component_225,执行能力,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_226,反应,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,2
Component_227,泛化,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_228,模糊识别,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_229,多音乐,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_230,导航,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_231,AI联动功能,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_232,语音助手,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,5
Component_233,网络,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_234,语音唤醒,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_235,屏幕,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_236,自动熄屏,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_237,主界面图标,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_238,分区,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_239,复杂识别,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_240,NOMI,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_241,形象外显互动,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_242,基本控制功能,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_243,千问,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_244,DeepSeek,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_245,语音增强,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_246,多指令同时输出,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_247,连续对话,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_248,语音,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_249,语音反应,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_250,语音启动,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_251,智驾,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_252,智驾相关功能,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_253,Nomi,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_254,情绪价值,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_255,自然语言理解力,31、针对针对智能座舱中的“语音助手”方面您觉得该车型优劣点的体验是?—优秀点,1
Component_256,反应速度,31、劣势点,1
Component_257,理解能力,31、劣势点,1
Component_258,拒识,31、劣势点,1
Component_259,识别准确率,31、劣势点,1
Component_260,响应速度,31、劣势点,1
Component_261,同质化,31、劣势点,1
Component_262,唤醒率,31、劣势点,1
Component_263,唤醒响应,31、劣势点,1
Component_264,语音对话响应速度,31、劣势点,1
Component_265,语音识别准确率,31、劣势点,1
Component_266,连续对话功能,31、劣势点,1
Component_267,误识别,31、劣势点,1
Component_268,NFC钥匙,31、劣势点,1
Component_269,UWB钥匙,31、劣势点,1
Component_270,车机,31、劣势点,1
Component_271,触发灵敏度,31、劣势点,1
Component_272,座椅,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,34
Component_273,驾驶侧翼,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_274,第一排座椅,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_275,第二排座椅,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_276,按摩功能,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,3
Component_277,主驾座椅,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,2
Component_278,副驾座椅,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_279,座椅记忆功能,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_280,副驾腿托,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_281,座椅按摩功能,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_282,零重力座椅,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,3
Component_283,头枕,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,3
Component_284,通风系统,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_285,加热功能,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_286,面料,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_287,座椅按摩,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_288,座椅通风,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_289,座椅加热,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_290,座垫,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,2
Component_291,后排座椅,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,2
Component_292,按摩,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,3
Component_293,二排座椅,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_294,功能板块,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_295,通风,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_296,腿部空间,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_297,支撑,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_298,主驾驶座椅,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_299,副驾驶座椅,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_300,儿童座椅,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_301,靠枕,59、针对乘坐舒适中的“座椅舒适性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_302,座椅,59、劣势点,10
Component_303,零重力座椅,59、劣势点,1
Component_304,过道板扶手,59、劣势点,1
Component_305,头枕,59、劣势点,2
Component_306,腿部支撑,59、劣势点,1
Component_307,按摩,59、劣势点,1
Component_308,真皮,59、劣势点,1
Component_309,皮质,59、劣势点,1
Component_310,承托,59、劣势点,1
Component_311,空间,59、劣势点,2
Component_312,腿拖,59、劣势点,1
Component_313,支撑,59、劣势点,1
Component_314,褶皱,59、劣势点,1
Component_315,缝线,59、劣势点,1
Component_316,脚托,59、劣势点,1
Component_317,腿托,59、劣势点,1
Component_318,按摩功能,59、劣势点,1
Component_319,坐垫按摩,59、劣势点,1
Component_320,包裹性,59、劣势点,2
Component_321,坐垫,59、劣势点,3
Component_322,座椅靠背,59、劣势点,1
Component_323,靠背,59、劣势点,2
Component_324,后排屏幕,59、劣势点,1
Component_325,扶手,59、劣势点,1
Component_326,肩部,59、劣势点,1
Component_327,侧板,59、劣势点,1
Component_328,悬架,59、劣势点,1
Component_329,备箱,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_330,地图袋,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_331,伞槽,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_332,储物箱,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_333,冰箱,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_334,储物空间,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,7
Component_335,空间,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_336,前仓储物空间,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
