experience_id,name,source_column,mention_count
Experience_25,改装性,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_26,电动发罩,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_27,固定扰流板,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_28,悬浮式车顶,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_29,尾门小桌板,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_30,涉水深度,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_31,线条感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_32,黑色外形,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_33,稳重,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_34,耐看,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,3
Experience_35,不过时,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_36,外观漂亮,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_37,车身比例协调,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_38,线条设计美感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_39,优雅美学,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_40,时尚,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_41,视觉冲击力,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_42,高端,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_43,简洁,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_44,比例协调,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_45,低趴运动,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_46,线条流畅,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,2
Experience_47,高头大马,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_48,方方正正,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_49,线条协调大气,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_50,家族式设计,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,2
Experience_51,贯穿式灯光设计,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_52,隐藏式门把手,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_53,D柱角度独特,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_54,天青色车漆,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_55,黑白双色内饰,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_56,清新自然,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_57,外造型一般,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_58,年轻化,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_59,不过于激进,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_60,高级感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,2
Experience_61,前卫感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_62,方盒子协调,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_63,外观造型辨识度,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_64,外观造型创新,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_65,一体式鲨鱼形态,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_66,造型同质化,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_67,造型创新,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_68,经典,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_69,不夸张,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_70,简洁流畅,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_71,精致性,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_72,硬朗,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_73,大众审美,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_74,有档次,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_75,豪华感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_76,年轻动感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_77,方正,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_78,运动,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_79,掀背门,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_80,卡钳罩,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_81,前卫,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_82,整体风格统一,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_83,方盒子造型,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_84,城市越野风,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_85,前后灯,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_86,年轻时尚,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_87,线性,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_88,简约,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,2
Experience_89,匀称,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_90,爆满,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_91,整体大气,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_92,尺寸紧凑,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_93,动感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_94,轿跑,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_95,尺寸比例协调,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_96,面包车感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_97,浑然一体,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_98,精致,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_99,流线侧面,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_100,运动尾翼,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_101,厚重,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_102,中规中矩,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_103,廉洁大气,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_104,外形流畅,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_105,整体比例,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_106,线条,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_107,外观,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,2
Experience_108,时尚感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_109,SUV造型,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_110,耐看性,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_111,发罩分缝形式,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_112,车身形态,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_113,线条风格,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_114,力量感,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_115,灯具边界,13、劣势点,1
Experience_116,车尾造型,13、劣势点,1
Experience_117,后尾部,13、劣势点,1
Experience_118,6坐空间,13、劣势点,1
Experience_119,仪表,13、劣势点,1
Experience_120,细节部分,13、劣势点,1
Experience_121,感官品质,13、劣势点,1
Experience_122,外造型微细节,13、劣势点,1
Experience_123,前脸,13、劣势点,3
Experience_124,隐藏式门把手,13、劣势点,1
Experience_125,开门关门声音,13、劣势点,1
Experience_126,车身外钣金件接缝,13、劣势点,1
Experience_127,工艺管控,13、劣势点,1
Experience_128,侧面造型,13、劣势点,2
Experience_129,前备箱缝隙,13、劣势点,1
Experience_130,MPV设计,13、劣势点,1
Experience_131,车顶摄像头,13、劣势点,1
Experience_132,前脸造型,13、劣势点,1
Experience_133,后背鲨鱼鳍,13、劣势点,1
Experience_134,整体美感,13、劣势点,1
Experience_135,造型接受度,13、劣势点,1
Experience_136,车头,13、劣势点,1
Experience_137,车型,13、劣势点,1
Experience_138,颜色,13、劣势点,1
Experience_139,配置,13、劣势点,1
Experience_140,车高,13、劣势点,1
Experience_141,车宽,13、劣势点,1
Experience_142,设计,13、劣势点,1
Experience_143,尾部设计,13、劣势点,1
Experience_144,前脸设计,13、劣势点,1
Experience_145,尾部,13、劣势点,1
Experience_146,轮辋造型,13、劣势点,1
Experience_147,轮辋,13、劣势点,1
Experience_148,前后脸造型,13、劣势点,1
Experience_149,豪华感,13、劣势点,2
Experience_150,轮毂,13、劣势点,1
Experience_151,A柱,13、劣势点,1
Experience_152,车身形态,13、劣势点,1
Experience_153,后四窗,13、劣势点,1
Experience_154,车身造型,13、劣势点,1
Experience_155,力量感,13、劣势点,1
Experience_156,亮饰条,13、劣势点,1
Experience_157,高端感,13、劣势点,1
Experience_158,车身臃肿,13、劣势点,1
Experience_159,发动机盖分缝设计,13、劣势点,1
Experience_160,大众化,13、劣势点,1
Experience_161,特征,13、劣势点,1
Experience_162,新潮,13、劣势点,1
Experience_163,前脸灯造型,13、劣势点,1
Experience_164,保险杠造型,13、劣势点,1
Experience_165,喜好偏好,13、劣势点,1
Experience_166,眼前一亮,13、劣势点,1
Experience_167,细节制造工艺,13、劣势点,1
Experience_168,造型新意,13、劣势点,1
Experience_169,M9,13、劣势点,1
Experience_170,M8,13、劣势点,1
Experience_171,简约轻薄,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_172,科技感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,4
Experience_173,简约,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,5
Experience_174,储物区域分布,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_175,控制区域分布,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_176,简洁,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,6
Experience_177,包袱面积,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_178,整体感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_179,环抱式中控,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_180,类翅膀造型中控,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_181,类翅膀造型方向盘,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_182,6座布局,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_183,豪华配色,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_184,空间大,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,3
Experience_185,内饰简洁,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_186,软包处理,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_187,搪塑软化处理,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_188,内饰质感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_189,塑料造型感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_190,皮质柔软感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_191,整体氛围统一性,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_192,仪表台设计,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_193,磁吸储物功能,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_194,简洁设计,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_195,新能源风格,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_196,氛围感营造,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_197,车舱包裹感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_198,氛围灯设计,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_199,内饰材料搭配,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_200,内饰色彩搭配,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_201,内饰温馨感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_202,内饰舒适感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_203,空间布局,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_204,温馨感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_205,豪华,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,2
Experience_206,尊贵,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_207,后备箱软包,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_208,IP贯穿屏,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_209,体验,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_210,真皮座椅,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_211,座椅加热,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_212,座椅电动调节,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_213,座椅通风,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_214,座椅按摩,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_215,电动遮阳帘,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_216,紫外线隔绝,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_217,压缩机大冰箱,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_218,全功能方向盘,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_219,氛围灯,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,2
Experience_220,高级感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,2
Experience_221,低廉感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_222,低调,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_223,浅色设计,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_224,明亮,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_225,家用,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_226,高质感内饰,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_227,第三排座椅舒适性,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_228,第三排车窗遮阳帘,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_229,简约设计风格,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_230,中控台布局简洁,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_231,大尺寸中控显示屏,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_232,车辆控制功能集成,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_233,操作方便,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_234,操作直观,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_235,整体风格统一,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_236,bose音响,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_237,后排座椅加热,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_238,屏幕,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_239,舒适,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_240,内饰布置,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_241,内饰,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,2
Experience_242,座椅,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_243,空间感,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_244,整体体验,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_245,主流设计,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_246,大屏,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_247,天幕屏,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_248,空间宽敞,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_249,不压抑,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_250,储物空间多,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_251,宜商宜家,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_252,5座,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_253,6座,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_254,价值感,20、劣势点,1
Experience_255,线条流畅度,20、劣势点,1
Experience_256,做工,20、劣势点,1
Experience_257,简洁性,20、劣势点,1
Experience_258,置物便利性,20、劣势点,1
Experience_259,内饰精致度,20、劣势点,1
Experience_260,开关缝隙,20、劣势点,1
Experience_261,储物空间,20、劣势点,2
Experience_262,皮质亲肤感,20、劣势点,1
Experience_263,仪表台塑料感,20、劣势点,1
Experience_264,塑料感,20、劣势点,1
Experience_265,按键数量,20、劣势点,1
Experience_266,辨识度,20、劣势点,1
Experience_267,二排过道,20、劣势点,1
Experience_268,质感,20、劣势点,1
Experience_269,方向盘形状,20、劣势点,1
Experience_270,座椅,20、劣势点,2
Experience_271,翻毛皮,20、劣势点,1
Experience_272,塑料部件,20、劣势点,1
Experience_273,板块体验,20、劣势点,1
Experience_274,设计,20、劣势点,1
Experience_275,空间,20、劣势点,2
Experience_276,个性,20、劣势点,1
Experience_277,前排座椅调整,20、劣势点,1
Experience_278,导轨,20、劣势点,1
Experience_279,仪表,20、劣势点,1
Experience_280,用料,20、劣势点,2
Experience_281,软包区域,20、劣势点,1
Experience_282,造型风格,20、劣势点,1
Experience_283,副驾前方储物格,20、劣势点,1
Experience_284,抽屉,20、劣势点,1
Experience_285,前排中间空调出风口,20、劣势点,1
Experience_286,做工,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,2
Experience_287,细节处理,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,2
Experience_288,简约科技,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_289,用料,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,6
Experience_290,工艺,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_291,30+豪华车型体验,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_292,包覆面积,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_293,气味,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,2
Experience_294,竹炭材质,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,1
Experience_295,软包,21、针对内饰设计及质感中的“用料及工艺”方面您觉得该车型优劣点的体验是?—优秀点,4
