from_id,to_id,to_name,relationship_type,sentiment,source_column
Respondent_8,Feature_18,清新感,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_9,Feature_19,外观,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_15,Feature_19,外观,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_17,Feature_19,外观,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_33,Feature_19,外观,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_39,Feature_19,外观,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_50,Feature_19,外观,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_55,Feature_19,外观,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_65,Feature_19,外观,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_68,Feature_19,外观,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_9,Feature_20,座椅放倒功能,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_9,Feature_21,气垫床适配性,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_9,Feature_22,活动天幕,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_9,Feature_23,尾门储物盒,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_9,Feature_24,改装性,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_9,Feature_25,电动发罩,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_9,Feature_26,固定扰流板,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_9,Feature_27,悬浮式车顶,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_9,Feature_28,尾门小桌板,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_9,Feature_29,涉水深度,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_10,Feature_30,整体造型,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_13,Feature_30,整体造型,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_10,Feature_31,线条感,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_10,Feature_32,外形颜色,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_13,Feature_33,稳重感,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_13,Feature_34,耐看性,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_13,Feature_35,时尚性,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_16,Feature_36,车身外部造型,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_16,Feature_37,车身比例协调性,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_16,Feature_38,线条设计美感,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_16,Feature_39,车身优雅美学,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_16,Feature_40,时尚感,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_65,Feature_40,时尚感,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_16,Feature_41,视觉冲击力,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_18,Feature_156,高端感,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_18,Feature_43,大气感,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_19,Feature_43,大气感,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_19,Feature_197,简洁性,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_20,Feature_45,比例协调,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_20,Feature_46,低趴运动,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_21,Feature_47,线条流畅,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_22,Feature_48,高头大马,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_22,Feature_49,方方正正,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_23,Feature_50,线条协调大气,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_23,Feature_51,家族式设计,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_30,Feature_51,家族式设计,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_23,Feature_52,前后贯穿式灯光设计,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_23,Feature_124,隐藏式门把手,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_23,Feature_54,D柱角度,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_23,Feature_55,天青色车漆,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_23,Feature_56,黑白双色内饰,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_24,Feature_121,外造型,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_56,Feature_121,外造型,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_25,Feature_367,年轻化,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_25,Feature_59,激进,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_26,Feature_362,高级感,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_65,Feature_362,高级感,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_26,Feature_61,前卫感,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_27,Feature_62,方盒子,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_28,Feature_63,外观总体造型,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_28,Feature_64,创新,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_28,Feature_65,理想家族一体式鲨鱼形态,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_28,Feature_66,造型同质化,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_30,Feature_67,整体比例,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_63,Feature_67,整体比例,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_30,Feature_135,造型,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_42,Feature_135,造型,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_31,Feature_69,整体设计,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_31,Feature_70,精致性,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_32,Feature_71,硬朗,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_32,Feature_72,大气,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_53,Feature_72,大气,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_55,Feature_72,大气,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_33,Feature_73,大众审美,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_34,Feature_157,车身,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_34,Feature_75,档次,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_34,Feature_148,豪华感,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_35,Feature_77,年轻动感,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_36,Feature_78,方正,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_37,Feature_79,运动,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_37,Feature_80,掀背门,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_37,Feature_81,卡钳罩,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_39,Feature_82,前卫,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_40,Feature_235,整体风格,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_42,Feature_84,城市越野风,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_43,Feature_85,前后灯,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_44,Feature_86,年轻时尚,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_46,Feature_87,线性,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_46,Feature_168,简约,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_53,Feature_168,简约,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_46,Feature_89,匀称,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_46,Feature_90,爆满,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_48,Feature_91,整体大气,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_49,Feature_567,尺寸,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_50,Feature_93,轿跑,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_51,Feature_94,整体尺寸,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_51,Feature_95,比例,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_51,Feature_96,面包车感,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_52,Feature_97,整体,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_52,Feature_98,一体性,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_53,Feature_99,精致,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_54,Feature_100,侧面线条,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_54,Feature_101,尾翼,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_54,Feature_102,运动性,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_55,Feature_103,厚重感,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_58,Feature_252,线条,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_64,Feature_252,线条,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_58,Feature_428,流畅性,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_59,Feature_428,流畅性,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_59,Feature_106,外形,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_60,Feature_107,车体格,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_66,Feature_108,SUV造型,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_68,Feature_109,发罩分缝形式,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_69,Feature_110,车身方正度,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_69,Feature_111,线条粗犷度,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_69,Feature_154,力量感,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_70,Feature_113,姿态,MENTIONED_FEATURE,positive,13、针对外观设计中的“车型整体”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_0,Feature_114,灯具,MENTIONED_FEATURE,positive,13、劣势点
Respondent_2,Feature_115,车尾造型,MENTIONED_FEATURE,positive,13、劣势点
Respondent_3,Feature_116,后尾部,MENTIONED_FEATURE,positive,13、劣势点
Respondent_7,Feature_117,6坐空间,MENTIONED_FEATURE,positive,13、劣势点
Respondent_8,Feature_320,仪表,MENTIONED_FEATURE,positive,13、劣势点
Respondent_9,Feature_119,细节部分,MENTIONED_FEATURE,positive,13、劣势点
Respondent_9,Feature_120,感官品质,MENTIONED_FEATURE,positive,13、劣势点
Respondent_10,Feature_121,外造型,MENTIONED_FEATURE,positive,13、劣势点
Respondent_24,Feature_121,外造型,MENTIONED_FEATURE,positive,13、劣势点
Respondent_10,Feature_122,微细节,MENTIONED_FEATURE,positive,13、劣势点
Respondent_13,Feature_123,前脸,MENTIONED_FEATURE,positive,13、劣势点
Respondent_19,Feature_123,前脸,MENTIONED_FEATURE,positive,13、劣势点
Respondent_24,Feature_123,前脸,MENTIONED_FEATURE,positive,13、劣势点
Respondent_37,Feature_123,前脸,MENTIONED_FEATURE,positive,13、劣势点
Respondent_14,Feature_124,隐藏式门把手,MENTIONED_FEATURE,positive,13、劣势点
Respondent_55,Feature_124,隐藏式门把手,MENTIONED_FEATURE,positive,13、劣势点
Respondent_14,Feature_125,开门关门声音,MENTIONED_FEATURE,positive,13、劣势点
Respondent_16,Feature_126,车身外钣金件接缝处,MENTIONED_FEATURE,positive,13、劣势点
Respondent_16,Feature_127,工艺管控,MENTIONED_FEATURE,positive,13、劣势点
Respondent_18,Feature_128,侧面造型,MENTIONED_FEATURE,positive,13、劣势点
Respondent_19,Feature_565,前备箱,MENTIONED_FEATURE,positive,13、劣势点
Respondent_20,Feature_130,MPV设计,MENTIONED_FEATURE,positive,13、劣势点
Respondent_22,Feature_131,车顶两侧摄像头,MENTIONED_FEATURE,positive,13、劣势点
Respondent_24,Feature_132,侧面,MENTIONED_FEATURE,positive,13、劣势点
Respondent_25,Feature_133,后背鲨鱼鳍,MENTIONED_FEATURE,positive,13、劣势点
Respondent_25,Feature_134,整体美感,MENTIONED_FEATURE,positive,13、劣势点
Respondent_28,Feature_135,造型,MENTIONED_FEATURE,positive,13、劣势点
Respondent_70,Feature_135,造型,MENTIONED_FEATURE,positive,13、劣势点
Respondent_30,Feature_136,车头,MENTIONED_FEATURE,positive,13、劣势点
Respondent_31,Feature_137,车型,MENTIONED_FEATURE,positive,13、劣势点
Respondent_31,Feature_325,颜色,MENTIONED_FEATURE,positive,13、劣势点
Respondent_31,Feature_139,配置,MENTIONED_FEATURE,positive,13、劣势点
Respondent_33,Feature_140,车高,MENTIONED_FEATURE,positive,13、劣势点
Respondent_33,Feature_141,车宽,MENTIONED_FEATURE,positive,13、劣势点
Respondent_34,Feature_348,设计,MENTIONED_FEATURE,positive,13、劣势点
Respondent_35,Feature_143,尾部设计,MENTIONED_FEATURE,positive,13、劣势点
Respondent_36,Feature_144,前脸设计,MENTIONED_FEATURE,positive,13、劣势点
Respondent_39,Feature_145,尾部,MENTIONED_FEATURE,positive,13、劣势点
Respondent_42,Feature_146,轮辋造型,MENTIONED_FEATURE,positive,13、劣势点
Respondent_43,Feature_147,前后脸造型,MENTIONED_FEATURE,positive,13、劣势点
Respondent_44,Feature_148,豪华感,MENTIONED_FEATURE,positive,13、劣势点
Respondent_56,Feature_148,豪华感,MENTIONED_FEATURE,positive,13、劣势点
Respondent_46,Feature_149,轮毂,MENTIONED_FEATURE,positive,13、劣势点
Respondent_46,Feature_150,A柱,MENTIONED_FEATURE,positive,13、劣势点
Respondent_48,Feature_151,车身形态,MENTIONED_FEATURE,positive,13、劣势点
Respondent_49,Feature_152,后四窗,MENTIONED_FEATURE,positive,13、劣势点
Respondent_50,Feature_153,车身线条,MENTIONED_FEATURE,positive,13、劣势点
Respondent_50,Feature_154,力量感,MENTIONED_FEATURE,positive,13、劣势点
Respondent_51,Feature_344,亮饰条,MENTIONED_FEATURE,positive,13、劣势点
Respondent_51,Feature_156,高端感,MENTIONED_FEATURE,positive,13、劣势点
Respondent_52,Feature_157,车身,MENTIONED_FEATURE,positive,13、劣势点
Respondent_53,Feature_158,发动机盖,MENTIONED_FEATURE,positive,13、劣势点
Respondent_53,Feature_159,分缝设计,MENTIONED_FEATURE,positive,13、劣势点
Respondent_58,Feature_160,大众化,MENTIONED_FEATURE,positive,13、劣势点
Respondent_58,Feature_161,特征,MENTIONED_FEATURE,positive,13、劣势点
Respondent_59,Feature_162,新潮,MENTIONED_FEATURE,positive,13、劣势点
Respondent_66,Feature_163,前脸灯,MENTIONED_FEATURE,positive,13、劣势点
Respondent_66,Feature_164,保险杠造型,MENTIONED_FEATURE,positive,13、劣势点
Respondent_69,Feature_165,细节制造工艺,MENTIONED_FEATURE,positive,13、劣势点
Respondent_70,Feature_166,M9,MENTIONED_FEATURE,positive,13、劣势点
Respondent_70,Feature_167,M8,MENTIONED_FEATURE,positive,13、劣势点
Respondent_1,Feature_168,简约,MENTIONED_FEATURE,positive,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_2,Feature_168,简约,MENTIONED_FEATURE,positive,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_36,Feature_168,简约,MENTIONED_FEATURE,positive,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_46,Feature_168,简约,MENTIONED_FEATURE,positive,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_48,Feature_168,简约,MENTIONED_FEATURE,positive,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_1,Feature_169,轻薄,MENTIONED_FEATURE,positive,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_2,Feature_285,科技感,MENTIONED_FEATURE,positive,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_20,Feature_285,科技感,MENTIONED_FEATURE,positive,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_65,Feature_285,科技感,MENTIONED_FEATURE,positive,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_2,Feature_171,储物区域,MENTIONED_FEATURE,positive,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点
Respondent_2,Feature_172,控制区域,MENTIONED_FEATURE,positive,20、针对内饰设计及质感中的“内饰设计风格与布局”方面您觉得该车型优劣点的体验是?—优秀点
