feature_id,name,source_column,mention_count
Feature_20,侧围,appearance_front_side_positive,2
Feature_21,风阻,appearance_front_side_positive,1
Feature_22,分缝,appearance_front_side_positive,1
Feature_23,星环灯,appearance_front_side_positive,1
Feature_24,一体式设计,appearance_front_side_positive,1
Feature_25,大发罩,appearance_front_side_positive,1
Feature_29,主动闭合式进气格栅,appearance_front_side_positive,1
Feature_30,小鹏系设计语言,appearance_front_side_positive,1
Feature_31,外观感知品质,appearance_front_side_positive,1
Feature_32,大灯设计,appearance_front_side_positive,1
Feature_33,车头高度,appearance_front_side_positive,1
Feature_35,侧面轮廓,appearance_front_side_positive,1
Feature_36,前脸格栅,appearance_front_side_positive,1
Feature_37,悬浮式侧位,appearance_front_side_positive,1
Feature_38,前脸气坝,appearance_front_side_positive,1
Feature_40,越野运动感,appearance_front_side_positive,1
Feature_41,审美,appearance_front_side_positive,1
Feature_42,饱满度,appearance_front_side_positive,1
Feature_44,设计语言,appearance_front_side_positive,1
Feature_0,型面风格,appearance_front_side_negative,1
Feature_5,缝隙间隙,appearance_front_side_negative,1
Feature_6,差异化,appearance_front_side_negative,1
Feature_8,车顶摄像头,appearance_front_side_negative,1
Feature_9,接缝处缝隙,appearance_front_side_negative,1
Feature_10,发罩,appearance_front_side_negative,1
Feature_11,保险杠,appearance_front_side_negative,1
Feature_12,翼子板,appearance_front_side_negative,1
Feature_13,四门焊点,appearance_front_side_negative,1
Feature_14,抽屉式把手,appearance_front_side_negative,1
Feature_15,门把手,appearance_front_side_negative,2
Feature_17,车灯闭环,appearance_front_side_negative,1
Feature_18,贯穿式前灯,appearance_front_side_negative,1
Feature_19,外视镜,appearance_front_side_negative,1
Feature_20,前后组合大灯,appearance_front_side_negative,1
Feature_21,前格栅,appearance_front_side_negative,1
Feature_22,车身侧面线条,appearance_front_side_negative,1
Feature_0,车漆,appearance_paint_color_positive,2
Feature_2,简约风格,appearance_paint_color_positive,1
Feature_3,色彩选择,appearance_paint_color_positive,1
Feature_4,漆面,appearance_paint_color_positive,3
Feature_5,色彩协调性,appearance_paint_color_positive,1
Feature_6,色调,appearance_paint_color_positive,1
Feature_8,车漆外观颜色,appearance_paint_color_positive,1
Feature_9,颜色风格,appearance_paint_color_positive,1
Feature_10,颜色饱和度,appearance_paint_color_positive,1
Feature_11,颜色均匀性,appearance_paint_color_positive,1
Feature_12,颜色中性度,appearance_paint_color_positive,1
Feature_13,漆面颜色,appearance_paint_color_positive,1
Feature_14,色泽,appearance_paint_color_positive,1
Feature_15,漆面饱满度,appearance_paint_color_positive,1
Feature_16,光泽度,appearance_paint_color_positive,1
Feature_17,漆膜硬度,appearance_paint_color_positive,1
Feature_18,车漆光泽,appearance_paint_color_positive,1
Feature_19,质感,appearance_paint_color_positive,3
Feature_20,触感,appearance_paint_color_positive,1
Feature_21,漆面品质,appearance_paint_color_positive,1
Feature_22,外漆颜色,appearance_paint_color_positive,1
Feature_23,车灯设计,appearance_paint_color_positive,1
Feature_24,漆面色泽,appearance_paint_color_positive,1
Feature_25,橘皮纹,appearance_paint_color_positive,1
Feature_26,车身颜色,appearance_paint_color_positive,3
Feature_27,内饰搭配,appearance_paint_color_positive,1
Feature_28,饰条设计,appearance_paint_color_positive,1
Feature_29,色差处理,appearance_paint_color_positive,1
Feature_30,车漆质量,appearance_paint_color_positive,1
Feature_31,越野风格,appearance_paint_color_positive,1
Feature_33,红色金属漆,appearance_paint_color_positive,1
Feature_34,贵价感,appearance_paint_color_positive,1
Feature_0,个性色,appearance_paint_color_negative,1
Feature_1,漆面质感,appearance_paint_color_negative,1
Feature_2,手感,appearance_paint_color_negative,1
Feature_3,车漆颜色,appearance_paint_color_negative,1
Feature_4,品质感,appearance_paint_color_negative,1
Feature_5,第一视觉感触,appearance_paint_color_negative,1
Feature_7,黑白银灰,appearance_paint_color_negative,1
Feature_8,漆面质量,appearance_paint_color_negative,1
Feature_1,轻薄,interior_design_layout_positive,1
Feature_3,储物区域,interior_design_layout_positive,1
Feature_4,控制区域,interior_design_layout_positive,1
Feature_5,分布科学,interior_design_layout_positive,1
Feature_7,装饰,interior_design_layout_positive,1
Feature_8,包袱面积,interior_design_layout_positive,1
Feature_9,整体感,interior_design_layout_positive,1
Feature_10,环抱式,interior_design_layout_positive,1
Feature_11,类翅膀造型,interior_design_layout_positive,1
Feature_12,中控,interior_design_layout_positive,1
Feature_13,方向盘,interior_design_layout_positive,1
Feature_14,6座布局,interior_design_layout_positive,1
Feature_15,布局合理性,interior_design_layout_positive,1
Feature_16,配色,interior_design_layout_positive,1
Feature_18,空间,interior_design_layout_positive,3
Feature_19,内饰简洁,interior_design_layout_positive,1
Feature_20,软包,interior_design_layout_positive,1
Feature_21,搪塑软化处理,interior_design_layout_positive,1
Feature_22,塑料有型,interior_design_layout_positive,1
Feature_23,皮质柔软感,interior_design_layout_positive,1
Feature_24,整体氛围统一,interior_design_layout_positive,1
Feature_25,仪表台,interior_design_layout_positive,1
Feature_26,磁吸储物,interior_design_layout_positive,1
Feature_27,新能源风格,interior_design_layout_positive,1
Feature_28,氛围感营造,interior_design_layout_positive,1
Feature_29,整体性,interior_design_layout_positive,1
Feature_30,氛围灯,interior_design_layout_positive,3
Feature_31,内饰材料,interior_design_layout_positive,1
Feature_32,内饰颜色,interior_design_layout_positive,1
Feature_33,交相呼应,interior_design_layout_positive,1
Feature_34,温馨感,interior_design_layout_positive,2
Feature_35,舒适性,interior_design_layout_positive,1
Feature_36,空间布局,interior_design_layout_positive,1
Feature_37,尊贵感,interior_design_layout_positive,1
Feature_38,后备箱软包,interior_design_layout_positive,1
Feature_39,IP贯穿屏,interior_design_layout_positive,1
Feature_40,体验,interior_design_layout_positive,1
Feature_41,真皮座椅,interior_design_layout_positive,1
Feature_42,座椅加热,interior_design_layout_positive,1
Feature_43,座椅电动调节,interior_design_layout_positive,1
Feature_44,座椅通风,interior_design_layout_positive,1
Feature_45,十点按摩,interior_design_layout_positive,1
Feature_46,电动遮阳帘,interior_design_layout_positive,1
Feature_47,紫外线隔绝率,interior_design_layout_positive,1
Feature_48,压缩机大冰箱,interior_design_layout_positive,1
Feature_49,全功能方向盘,interior_design_layout_positive,1
Feature_50,新势力风格,interior_design_layout_positive,1
Feature_52,低廉感,interior_design_layout_positive,1
Feature_53,内饰风格,interior_design_layout_positive,1
Feature_54,操控,interior_design_layout_positive,1
Feature_55,豪华,interior_design_layout_positive,1
Feature_56,低调,interior_design_layout_positive,1
Feature_57,浅色设计,interior_design_layout_positive,1
Feature_58,车内明亮,interior_design_layout_positive,1
Feature_59,家用,interior_design_layout_positive,1
Feature_60,内饰质感,interior_design_layout_positive,1
Feature_61,第三排座椅舒适性,interior_design_layout_positive,1
Feature_62,车窗遮阳帘,interior_design_layout_positive,1
Feature_63,内饰设计风格,interior_design_layout_positive,1
Feature_64,中控台布局,interior_design_layout_positive,1
Feature_65,中控显示屏,interior_design_layout_positive,1
Feature_66,车辆控制功能,interior_design_layout_positive,1
Feature_67,整体风格,interior_design_layout_positive,1
Feature_68,bose音响,interior_design_layout_positive,1
Feature_69,后排座椅加热,interior_design_layout_positive,1
Feature_70,屏幕,interior_design_layout_positive,1
Feature_71,舒适,interior_design_layout_positive,1
Feature_72,内饰布置,interior_design_layout_positive,1
Feature_73,内饰,interior_design_layout_positive,2
Feature_74,座椅,interior_design_layout_positive,1
Feature_75,空间感,interior_design_layout_positive,2
Feature_76,大屏,interior_design_layout_positive,1
Feature_77,天幕屏,interior_design_layout_positive,1
Feature_78,储物空间,interior_design_layout_positive,1
Feature_79,设计风格,interior_design_layout_positive,1
Feature_80,座位数,interior_design_layout_positive,1
Feature_1,做工,interior_design_layout_negative,1
Feature_2,置物,interior_design_layout_negative,1
Feature_4,开关,interior_design_layout_negative,1
Feature_6,皮质,interior_design_layout_negative,1
Feature_8,按键,interior_design_layout_negative,1
Feature_10,二排过道,interior_design_layout_negative,1
Feature_14,翻毛皮,interior_design_layout_negative,1
Feature_15,塑料部件,interior_design_layout_negative,1
Feature_16,板块体验,interior_design_layout_negative,1
Feature_20,前排座椅,interior_design_layout_negative,1
Feature_21,三排导轨,interior_design_layout_negative,1
Feature_23,用料,interior_design_layout_negative,2
Feature_24,软包区域,interior_design_layout_negative,1
Feature_25,造型风格,interior_design_layout_negative,1
Feature_26,副驾前方储物格,interior_design_layout_negative,1
Feature_27,抽屉,interior_design_layout_negative,1
Feature_28,前排中间空调出风口,interior_design_layout_negative,1
Feature_1,细节处理,interior_material_workmanship_positive,2
Feature_5,工艺,interior_material_workmanship_positive,1
Feature_6,车型体验,interior_material_workmanship_positive,1
Feature_7,包覆面积,interior_material_workmanship_positive,1
Feature_8,气味,interior_material_workmanship_positive,2
Feature_9,竹炭材质,interior_material_workmanship_positive,1
Feature_10,身体接触部分,interior_material_workmanship_positive,1
Feature_12,搪塑处理,interior_material_workmanship_positive,1
Feature_13,一键小憩模式,interior_material_workmanship_positive,1
Feature_14,大床模式,interior_material_workmanship_positive,1
Feature_15,IP台,interior_material_workmanship_positive,1
Feature_16,仿麂皮材质,interior_material_workmanship_positive,1
Feature_17,仪表台表面材质,interior_material_workmanship_positive,1
Feature_18,氛围灯效果,interior_material_workmanship_positive,1
Feature_19,亲肤感,interior_material_workmanship_positive,1
Feature_20,包覆,interior_material_workmanship_positive,1
Feature_21,化妆镜质感,interior_material_workmanship_positive,1
Feature_22,化妆镜功能感,interior_material_workmanship_positive,1
Feature_23,车型定位,interior_material_workmanship_positive,1
Feature_24,用户使用体验,interior_material_workmanship_positive,1
Feature_27,软质覆盖,interior_material_workmanship_positive,1
Feature_30,真皮,interior_material_workmanship_positive,2
Feature_31,用料品质,interior_material_workmanship_positive,1
Feature_32,地毯用料,interior_material_workmanship_positive,1
Feature_33,麂皮,interior_material_workmanship_positive,1
Feature_34,车顶,interior_material_workmanship_positive,1
Feature_35,整洁,interior_material_workmanship_positive,1
Feature_36,座椅材质,interior_material_workmanship_positive,1
Feature_37,内饰造型,interior_material_workmanship_positive,1
Feature_38,内饰材质,interior_material_workmanship_positive,1
Feature_42,门饰板,interior_material_workmanship_positive,1
Feature_43,仪表板,interior_material_workmanship_positive,1
Feature_44,配合间隙,interior_material_workmanship_positive,1
Feature_45,面差,interior_material_workmanship_positive,1
Feature_48,内饰设计,interior_material_workmanship_positive,1
Feature_50,拉手,interior_material_workmanship_positive,1
Feature_51,化妆镜,interior_material_workmanship_positive,1
Feature_54,门板,interior_material_workmanship_positive,1
Feature_55,软包敷材料,interior_material_workmanship_positive,1
Feature_56,实木,interior_material_workmanship_positive,1
Feature_57,内饰手感,interior_material_workmanship_positive,1
Feature_58,触摸感,interior_material_workmanship_positive,1
Feature_60,软包覆,interior_material_workmanship_positive,2
Feature_62,廉价感,interior_material_workmanship_positive,1
Feature_63,品质,interior_material_workmanship_positive,1
Feature_65,车载冰箱,interior_material_workmanship_positive,1
Feature_66,静音性,interior_material_workmanship_positive,1
Feature_67,顺滑性,interior_material_workmanship_positive,1
Feature_70,包裹性,interior_material_workmanship_positive,1
Feature_0,喇叭网孔,interior_material_workmanship_negative,1
Feature_2,后排座椅,interior_material_workmanship_negative,1
Feature_3,细节品质,interior_material_workmanship_negative,1
Feature_4,金属制品,interior_material_workmanship_negative,1
Feature_5,中控台,interior_material_workmanship_negative,1
Feature_7,门板开关面板,interior_material_workmanship_negative,1
Feature_8,中控台饰板,interior_material_workmanship_negative,1
Feature_10,毛织,interior_material_workmanship_negative,1
Feature_11,内饰接缝面,interior_material_workmanship_negative,1
Feature_12,按摩,interior_material_workmanship_negative,1
Feature_13,内饰布局,interior_material_workmanship_negative,1
Feature_15,内饰用料,interior_material_workmanship_negative,1
Feature_16,布料,interior_material_workmanship_negative,1
Feature_17,硬塑料,interior_material_workmanship_negative,2
Feature_18,双连屏设计,interior_material_workmanship_negative,1
Feature_20,内饰整体设计,interior_material_workmanship_negative,1
Feature_22,按键面板设计,interior_material_workmanship_negative,1
Feature_25,低档软包覆感,interior_material_workmanship_negative,1
Feature_27,精细感,interior_material_workmanship_negative,1
Feature_28,仪表台镀铬饰条,interior_material_workmanship_negative,1
Feature_29,年轻的新潮要求,interior_material_workmanship_negative,1
Feature_30,硬质材质,interior_material_workmanship_negative,1
Feature_31,软包用料,interior_material_workmanship_negative,1
Feature_32,仿皮座椅,interior_material_workmanship_negative,1
Feature_33,第三排空间,interior_material_workmanship_negative,1
Feature_34,材质,interior_material_workmanship_negative,2
Feature_35,Console,interior_material_workmanship_negative,1
Feature_37,顶棚,interior_material_workmanship_negative,1
Feature_4,干净,interior_color_atmosphere_positive,1
Feature_5,色彩,interior_color_atmosphere_positive,3
Feature_6,香薰,interior_color_atmosphere_positive,1
Feature_8,色彩层次,interior_color_atmosphere_positive,1
Feature_11,氛围感,interior_color_atmosphere_positive,1
Feature_12,清爽,interior_color_atmosphere_positive,1
Feature_13,温馨,interior_color_atmosphere_positive,1
Feature_15,HMI,interior_color_atmosphere_positive,1
Feature_16,中控联动,interior_color_atmosphere_positive,1
Feature_17,深蓝色内饰,interior_color_atmosphere_positive,1
Feature_18,色彩统一,interior_color_atmosphere_positive,1
Feature_19,色彩氛围,interior_color_atmosphere_positive,1
Feature_20,风格统一,interior_color_atmosphere_positive,1
Feature_22,温度,interior_color_atmosphere_positive,1
Feature_23,灯光设计,interior_color_atmosphere_positive,1
Feature_24,香味浓淡设置,interior_color_atmosphere_positive,1
Feature_25,气味调节,interior_color_atmosphere_positive,1
Feature_26,全屏屏幕,interior_color_atmosphere_positive,1
Feature_27,材料质感,interior_color_atmosphere_positive,1
Feature_28,浅内饰,interior_color_atmosphere_positive,1
Feature_29,内饰配色,interior_color_atmosphere_positive,1
Feature_30,紫色,interior_color_atmosphere_positive,1
Feature_31,米色,interior_color_atmosphere_positive,1
Feature_35,灵动性,interior_color_atmosphere_positive,1
Feature_36,情绪价值,interior_color_atmosphere_positive,1
Feature_38,家庭氛围,interior_color_atmosphere_positive,1
Feature_0,木纹质感,interior_color_atmosphere_negative,1
Feature_2,温度感,interior_color_atmosphere_negative,1
Feature_3,耐脏性,interior_color_atmosphere_negative,2
Feature_7,前排氛围感,interior_color_atmosphere_negative,1
Feature_8,二排氛围感,interior_color_atmosphere_negative,1
Feature_9,三排氛围感,interior_color_atmosphere_negative,1
Feature_11,压抑感,interior_color_atmosphere_negative,1
Feature_12,氛围灯颜色,interior_color_atmosphere_negative,2
Feature_14,亮度,interior_color_atmosphere_negative,1
Feature_16,品牌独特性,interior_color_atmosphere_negative,1
Feature_18,家族式风格,interior_color_atmosphere_negative,1
Feature_19,风格统一性,interior_color_atmosphere_negative,1
Feature_20,单调性,interior_color_atmosphere_negative,1
Feature_21,内饰可选颜色,interior_color_atmosphere_negative,1
Feature_23,沉浸感,interior_color_atmosphere_negative,1
Feature_24,色彩搭配,interior_color_atmosphere_negative,2
Feature_26,前玻璃倒影,interior_color_atmosphere_negative,1
Feature_27,视野清晰度,interior_color_atmosphere_negative,1
Feature_28,米色耐脏性,interior_color_atmosphere_negative,1
Feature_29,实车观感,interior_color_atmosphere_negative,1
Feature_30,配色方案,interior_color_atmosphere_negative,1
Feature_31,氛围灯明显度,interior_color_atmosphere_negative,1
Feature_32,灯光氛围,interior_color_atmosphere_negative,1
Feature_0,机构,interior_design_details_positive,1
Feature_1,铁网出风口,interior_design_details_positive,1
Feature_3,二排座椅,interior_design_details_positive,1
Feature_4,娱乐屏开合方式,interior_design_details_positive,1
Feature_5,娱乐屏角度,interior_design_details_positive,1
Feature_6,实体按键,interior_design_details_positive,1
Feature_7,实体开门开关,interior_design_details_positive,1
Feature_8,中控储物盒,interior_design_details_positive,1
Feature_13,操作,interior_design_details_positive,1
Feature_14,CNSL手套箱,interior_design_details_positive,1
Feature_15,220V插座,interior_design_details_positive,1
Feature_16,出线口,interior_design_details_positive,1
Feature_18,后备箱盖板,interior_design_details_positive,1
Feature_19,插槽,interior_design_details_positive,1
Feature_21,手部支撑,interior_design_details_positive,1
Feature_22,窗位边界,interior_design_details_positive,1
Feature_23,中控屏幕,interior_design_details_positive,1
Feature_24,盲操功能,interior_design_details_positive,1
Feature_25,音响网罩,interior_design_details_positive,1
Feature_26,软质材料,interior_design_details_positive,1
Feature_28,显示屏幕圆角,interior_design_details_positive,1
Feature_30,右侧座椅横向移动,interior_design_details_positive,1
Feature_31,Nappa真皮座椅,interior_design_details_positive,1
Feature_32,副驾储物,interior_design_details_positive,1
Feature_33,后备箱百变空间,interior_design_details_positive,1
Feature_34,细节设计,interior_design_details_positive,1
Feature_35,简约设计,interior_design_details_positive,1
Feature_36,螺丝,interior_design_details_positive,1
Feature_37,改装支持,interior_design_details_positive,1
Feature_38,眼镜盒,interior_design_details_positive,1
Feature_39,B柱挂钩,interior_design_details_positive,1
Feature_0,三排座椅,interior_design_details_negative,1
Feature_1,后备箱,interior_design_details_negative,1
Feature_2,三排座椅后侧外包裹,interior_design_details_negative,1
Feature_3,内开门把手,interior_design_details_negative,1
Feature_4,细节,interior_design_details_negative,1
Feature_5,副驾手套箱,interior_design_details_negative,1
Feature_6,冰箱位,interior_design_details_negative,1
Feature_8,后排座椅通风,interior_design_details_negative,1
Feature_9,二排左后小桌板,interior_design_details_negative,1
Feature_10,方向盘导航按钮,interior_design_details_negative,1
Feature_11,中央出风口装饰,interior_design_details_negative,1
Feature_12,中央扶手USB,interior_design_details_negative,1
Feature_14,扶手下半部分,interior_design_details_negative,1
Feature_15,装配工艺,interior_design_details_negative,1
Feature_0,大空间,smart_cockpit_hardware_positive,1
Feature_2,界面,smart_cockpit_hardware_positive,1
Feature_6,主副驾贯穿屏,smart_cockpit_hardware_positive,1
Feature_7,8255芯片,smart_cockpit_hardware_positive,1
Feature_8,配套,smart_cockpit_hardware_positive,1
Feature_9,硬件,smart_cockpit_hardware_positive,1
Feature_10,语音识别,smart_cockpit_hardware_positive,1
Feature_11,8295芯片,smart_cockpit_hardware_positive,1
Feature_12,自研系统,smart_cockpit_hardware_positive,1
Feature_13,鸿蒙系统,smart_cockpit_hardware_positive,1
Feature_14,仪表屏幕,smart_cockpit_hardware_positive,1
Feature_15,后排娱乐屏,smart_cockpit_hardware_positive,1
Feature_16,芯片,smart_cockpit_hardware_positive,1
Feature_17,硬件平台,smart_cockpit_hardware_positive,1
Feature_18,页面,smart_cockpit_hardware_positive,1
Feature_19,蔚来匹配设计,smart_cockpit_hardware_positive,1
Feature_20,Momenta技术,smart_cockpit_hardware_positive,1
Feature_22,操作流畅性,smart_cockpit_hardware_positive,1
Feature_23,中控屏,smart_cockpit_hardware_positive,2
Feature_24,大屏设计,smart_cockpit_hardware_positive,1
Feature_25,反应速度,smart_cockpit_hardware_positive,1
Feature_26,前排遮阳板,smart_cockpit_hardware_positive,1
Feature_28,灯光亮度调节,smart_cockpit_hardware_positive,1
Feature_29,色温调节,smart_cockpit_hardware_positive,1
Feature_30,后排车门,smart_cockpit_hardware_positive,1
Feature_31,空调风速调节,smart_cockpit_hardware_positive,1
Feature_32,空调温度调节,smart_cockpit_hardware_positive,1
Feature_33,座椅按摩,smart_cockpit_hardware_positive,1
Feature_34,后排小桌板,smart_cockpit_hardware_positive,1
Feature_36,外后视镜,smart_cockpit_hardware_positive,1
Feature_37,无边框设计,smart_cockpit_hardware_positive,1
Feature_38,二排吸顶屏,smart_cockpit_hardware_positive,1
Feature_39,4K显示,smart_cockpit_hardware_positive,1
Feature_40,21.5英寸屏幕,smart_cockpit_hardware_positive,1
Feature_41,华为鸿蒙座舱,smart_cockpit_hardware_positive,1
Feature_42,客户满意度,smart_cockpit_hardware_positive,1
Feature_43,价位段需求,smart_cockpit_hardware_positive,1
Feature_44,用户体验,smart_cockpit_hardware_positive,1
Feature_45,产品亮点,smart_cockpit_hardware_positive,1
Feature_0,前排腿部空间,smart_cockpit_hardware_negative,1
Feature_1,组合仪表屏幕尺寸,smart_cockpit_hardware_negative,1
Feature_2,左右屏联动交互功能,smart_cockpit_hardware_negative,1
Feature_3,主仪表尺寸,smart_cockpit_hardware_negative,1
Feature_4,前挡投影内容量,smart_cockpit_hardware_negative,1
Feature_5,鸿蒙系统价格,smart_cockpit_hardware_negative,1
Feature_6,车机芯片性能,smart_cockpit_hardware_negative,1
Feature_7,屏幕分辨率,smart_cockpit_hardware_negative,1
Feature_8,智驾性能,smart_cockpit_hardware_negative,1
Feature_9,高速智驾功能,smart_cockpit_hardware_negative,1
Feature_10,AV主机,smart_cockpit_hardware_negative,1
Feature_11,音响,smart_cockpit_hardware_negative,1
Feature_12,副驾小桌板,smart_cockpit_hardware_negative,1
Feature_14,新科技体验,smart_cockpit_hardware_negative,1
Feature_15,按键操作,smart_cockpit_hardware_negative,1
Feature_0,UI设计风格,smart_cockpit_ui_positive,1
Feature_1,应用风格,smart_cockpit_ui_positive,1
Feature_2,信息分区,smart_cockpit_ui_positive,1
Feature_4,语音交互,smart_cockpit_ui_positive,1
Feature_5,音乐界面,smart_cockpit_ui_positive,1
Feature_6,功能,smart_cockpit_ui_positive,1
Feature_7,仪表导航,smart_cockpit_ui_positive,1
Feature_8,屏幕位置,smart_cockpit_ui_positive,1
Feature_9,车模光影效果,smart_cockpit_ui_positive,1
Feature_10,系统响应,smart_cockpit_ui_positive,1
Feature_11,功能生态,smart_cockpit_ui_positive,1
Feature_12,体验流畅性,smart_cockpit_ui_positive,1
Feature_13,操作便利性,smart_cockpit_ui_positive,2
Feature_14,界面简洁性,smart_cockpit_ui_positive,1
Feature_16,中控HMI联动,smart_cockpit_ui_positive,1
Feature_17,副驾显示,smart_cockpit_ui_positive,1
Feature_18,歌词显示,smart_cockpit_ui_positive,1
Feature_19,小部件,smart_cockpit_ui_positive,1
Feature_20,双屏,smart_cockpit_ui_positive,1
Feature_21,视觉效果,smart_cockpit_ui_positive,1
Feature_22,卡片布置,smart_cockpit_ui_positive,1
Feature_23,逻辑,smart_cockpit_ui_positive,1
Feature_24,系统体验,smart_cockpit_ui_positive,1
Feature_25,流畅性,smart_cockpit_ui_positive,2
Feature_26,卡顿,smart_cockpit_ui_positive,1
Feature_27,UI,smart_cockpit_ui_positive,3
Feature_28,人性化,smart_cockpit_ui_positive,1
Feature_29,简洁性,smart_cockpit_ui_positive,2
Feature_30,易用性,smart_cockpit_ui_positive,1
Feature_31,简介,smart_cockpit_ui_positive,1
Feature_32,关键功能,smart_cockpit_ui_positive,1
Feature_33,主界面,smart_cockpit_ui_positive,1
Feature_34,Pad界面风格,smart_cockpit_ui_positive,1
Feature_35,显示清晰度,smart_cockpit_ui_positive,1
Feature_36,操作简易性,smart_cockpit_ui_positive,1
Feature_37,易上手性,smart_cockpit_ui_positive,2
Feature_38,简约性,smart_cockpit_ui_positive,1
Feature_39,现代性,smart_cockpit_ui_positive,1
Feature_40,细腻度,smart_cockpit_ui_positive,1
Feature_41,卡片界面,smart_cockpit_ui_positive,1
Feature_42,分屏使用,smart_cockpit_ui_positive,1
Feature_43,副驾视频播放,smart_cockpit_ui_positive,1
Feature_44,蓝牙耳机支持,smart_cockpit_ui_positive,1
Feature_45,头枕音响,smart_cockpit_ui_positive,1
Feature_47,越野模式,smart_cockpit_ui_positive,1
Feature_48,可视化展示,smart_cockpit_ui_positive,1
Feature_51,3D交互设计,smart_cockpit_ui_positive,1
Feature_52,三维模型,smart_cockpit_ui_positive,1
Feature_53,车窗,smart_cockpit_ui_positive,1
Feature_54,加油盖,smart_cockpit_ui_positive,1
Feature_0,清晰度,smart_cockpit_ui_negative,1
Feature_3,UI设计,smart_cockpit_ui_negative,1
Feature_4,闪退,smart_cockpit_ui_negative,1
Feature_5,显示效果,smart_cockpit_ui_negative,1
Feature_6,图标,smart_cockpit_ui_negative,1
Feature_7,功能菜单层级,smart_cockpit_ui_negative,1
Feature_8,图标显示比例,smart_cockpit_ui_negative,1
Feature_9,主界面程序布局,smart_cockpit_ui_negative,1
Feature_10,程序数量,smart_cockpit_ui_negative,1
Feature_11,车型配置,smart_cockpit_ui_negative,1
Feature_12,产品差异化,smart_cockpit_ui_negative,1
Feature_14,应用,smart_cockpit_ui_negative,1
Feature_15,整车功能,smart_cockpit_ui_negative,1
Feature_16,操作界面,smart_cockpit_ui_negative,1
Feature_17,美术设计,smart_cockpit_ui_negative,1
Feature_0,应用整合,smart_cockpit_ecosystem_positive,1
Feature_1,系统UI统一,smart_cockpit_ecosystem_positive,1
Feature_2,应用响应速度,smart_cockpit_ecosystem_positive,1
Feature_3,联网搜索,smart_cockpit_ecosystem_positive,1
Feature_4,短视频,smart_cockpit_ecosystem_positive,1
Feature_5,CarPlay,smart_cockpit_ecosystem_positive,1
