respondent_id,time_spent,age,gender,family_status,vehicle_ownership,personality_consumption_score,trend_consumption_score,fashion_consumption_score,quality_consumption_score,brand,model,store,appearance_design_score,appearance_design_experience_areas,appearance_design_overall_positive_feedback,appearance_design_overall_negative_feedback,appearance_design_front_side_positive_feedback,appearance_design_front_side_negative_feedback,appearance_design_paint_color_positive_feedback,appearance_design_paint_color_negative_feedback,appearance_design_other_positive_feedback,appearance_design_other_negative_feedback,appearance_design_media,interior_design_quality_score,interior_design_quality_experience_areas,interior_design_layout_positive_feedback,interior_design_layout_negative_feedback,interior_material_workmanship_positive_feedback,interior_material_workmanship_negative_feedback,interior_color_atmosphere_positive_feedback,interior_color_atmosphere_negative_feedback,interior_design_details_positive_feedback,interior_design_details_negative_feedback,interior_design_other_positive_feedback,interior_design_other_negative_feedback,interior_design_quality_media,smart_cabin_score,smart_cabin_experience_areas,smart_cabin_hardware_positive_feedback,smart_cabin_hardware_negative_feedback,smart_cabin_ui_positive_feedback,smart_cabin_ui_negative_feedback,smart_cabin_ecosystem_positive_feedback,smart_cabin_ecosystem_negative_feedback,smart_cabin_voice_assistant_positive_feedback,smart_cabin_voice_assistant_negative_feedback,smart_cabin_unique_features_positive_feedback,smart_cabin_unique_features_negative_feedback,smart_cabin_other_positive_feedback,smart_cabin_other_negative_feedback,smart_cabin_media,configuration_value_score,configuration_value_experience_areas,configuration_wow_features_positive_feedback,configuration_wow_features_experience,configuration_comfort_features_positive_feedback,configuration_comfort_features_negative_feedback,configuration_tech_features_positive_feedback,configuration_tech_features_negative_feedback,configuration_other_positive_feedback,configuration_other_negative_feedback,configuration_value_media,overall_quality_score,overall_quality_experience_areas,body_gap_positive_feedback,body_gap_negative_feedback,material_color_consistency_positive_feedback,material_color_consistency_negative_feedback,closure_quality_positive_feedback,closure_quality_negative_feedback,button_quality_positive_feedback,button_quality_negative_feedback,overall_quality_other_positive_feedback,overall_quality_other_negative_feedback,overall_quality_media,driving_safety_score,driving_safety_experience_areas,safety_info_expression_positive_feedback,safety_info_expression_negative_feedback,passive_safety_positive_feedback,passive_safety_negative_feedback,active_safety_positive_feedback,active_safety_negative_feedback,driving_safety_other_positive_feedback,driving_safety_other_negative_feedback,driving_safety_media,riding_comfort_score,riding_comfort_experience_areas,seat_comfort_positive_feedback,seat_comfort_negative_feedback,space_positive_feedback,space_negative_feedback,comfort_features_positive_feedback,comfort_features_negative_feedback,quietness_positive_feedback,quietness_negative_feedback,air_conditioning_positive_feedback,air_conditioning_negative_feedback,riding_comfort_other_positive_feedback,riding_comfort_other_negative_feedback,riding_comfort_media,operation_convenience_score,operation_convenience_experience_areas,storage_space_positive_feedback,storage_space_negative_feedback,convenience_design_positive_feedback,convenience_design_negative_feedback,button_operation_positive_feedback,button_operation_negative_feedback,charging_convenience_positive_feedback,charging_convenience_negative_feedback,operation_convenience_other_positive_feedback,operation_convenience_other_negative_feedback,operation_convenience_media,service_experience_score,service_experience_experience_areas,store_experience_positive_feedback,store_experience_negative_feedback,reception_professionalism_positive_feedback,reception_professionalism_negative_feedback,demonstration_positive_feedback,demonstration_negative_feedback,service_experience_other_positive_feedback,service_experience_other_negative_feedback,service_experience_media,driving_comfort_score,driving_comfort_experience_areas,chassis_tuning_positive_feedback,chassis_tuning_negative_feedback,view_positive_feedback,view_negative_feedback,driving_experience_positive_feedback,driving_experience_negative_feedback,noise_reduction_positive_feedback,noise_reduction_negative_feedback,driving_comfort_other_positive_feedback,driving_comfort_other_negative_feedback,driving_comfort_media,brand_user_group_experience,innovation_insight,innovation_media,cost_control_insight,cost_control_media
84,2923秒,35-39岁,男,已婚2孩/多人口,是，请补充车型〖gs8〗,3,3,3,3,吉利银河,次顶配和次低配,广州番禺吉利银河广州大驾番禺店,8,车型整体,整体比较大气，线条感较好，比较喜欢黑色外形,有些外造型微细节没太多惊艳地方,,,,,,,,9,内饰设计风格与布局,内饰肉眼看过去既保留了塑料的有型，又保留了皮质的柔软感,手可触碰的地方皮质亲肤感稍弱,,,,,,,,,,7,其他〖屏幕〗,,,,,,,,,,,液晶显示屏跟理想类似，前后排都可以看，且可以独立控制,第二排幼童有站起来看顶到头风险,,8,其他〖能带的功能基本都带了，座椅带按摩，智驾，空间大〗,(跳过),(跳过),,,,,起售价格低带智驾和不带智驾价格差异少于1万,,(空),8,材质/颜色一致性┋开闭件质感,,,协调性较好,,,开门力分段感较差,,,,,(空),7,主动安全,,,,,基本的智驾功能,无独特优势点,,,(空),9,空间,,,空间较足,,,,,,,,,,,8,便利性设计,,,图1第二排扶手放水杯设计巧妙，图2，主驾位沙发头枕带独立音响,,,,,,,,,8,门店感受,不打扰，随便看，有需求随时能找到解说,店内布置较为随意,,,,,,,,,(空),,,,,,,,,,,(空),,,(空),,(空)
85,5621秒,35-39岁,男,已婚2孩/多人口,是，请补充车型〖奥迪A3〗,4,4,1,4,比亚迪,海豹 7,车展,6,前脸/侧围,,,自然不突兀,,,,,,,7,内饰设计风格与布局┋色彩与氛围,整体氛围统一,,,,色彩层次分明，品质感强,颜色略显压抑,,,,,,5,UI设计,,,仪表可以导航,大屏突兀,,,,,,,,,,8,舒适配置,(跳过),(跳过),整体品质感较高，性价比高,,,,,,(空),7,车身缝隙┋材质/颜色一致性┋开闭件质感┋按键质感,,内饰缝大,整车颜色统一，整体性强,,关门有厚重感,,,车顶触屏无操作感，按键后无反馈,,,,5,被动安全,,,,,,,,,(空),7,座椅舒适性┋空间┋静谧性┋空调感受,座椅较舒适，包覆感,,二排空间大,,,,隔音效果较好,,,空调制冷慢,,,,6,按键操作便利性,,,,,主驾物理按键多,,,,,,,5,其他〖无〗,,,,,,,,,(空),5,其他〖未试驾〗,,,,,,,,,未体验,未体验,(空),,,(空),,(空)
86,2402秒,35-39岁,女,已婚2孩/多人口,是，请补充车型〖凯美瑞〗,4,2,2,4,吉利,银河A7-顶配,广州车展,8,前脸/侧围,,,贯穿式前大灯精致,缝隙间隙过大,,,,,,8,内饰设计风格与布局,仪表台简约大方，具备磁吸储物,仪表台前方塑料感较强,,,,,,,,,,7,语音助手,,,,,,,主界面图标清晰，易找到相关应用,唤醒率较低，多次唤醒无反应,,,,,,8,科技配置,(跳过),(跳过),,,顶配售价11.58，具备智驾高速NDA配置。同级别极具优势,暂无,,,,7,按键质感,,,,,,,中控台的旋钮按钮，按键质感较好,按键和音量档位对应不够清晰,,,,7,主动安全,,,,,同级别智驾安全配置较高,暂无,,,https://alifilezx.sojump.cn/338144886_88_q56_2025112215503500708ZQT9.mov?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=Jt2VELw98JimtZwk9f5NZP5A6is%3D&response-content-disposition=attachment%3Bfilename%3D88_56_IMG_1080.mov,8,座椅舒适性,主驾座位有座椅按摩配置,暂无,,,,,,,,,,,,7,按键操作便利性,,,,,方向盘按钮比较便捷,定义不清晰,,,,,,7,讲解与演示,,,,,有介绍,讲解员对该车的核心卖点讲述不是很清晰,,,(空),6,风噪/胎噪等静谧行,,,,,,,,,,,(空),A7上市2个月，平均月销量15000台,展车模式下，有功能体验 场景体验介绍,,暂无,(空)
87,1647秒,35-39岁,男,已婚2孩/多人口,是，请补充车型〖凯迪拉克〗,3,5,5,5,吉利帝豪,奥迪A6L—豪华型,广州车展—奥迪展厅,9,车型整体,整体造型稳重，大气，耐看不过时,前脸一般,,,,,,,,9,用料及工艺,,,用料足，做工结实,整体内饰偏硬，软包较少,,,,,,,,5,UI设计,,,屏幕对着驾驶员侧，方便看到,无大屏，UI设计很传统,,,,,,,,,,6,舒适配置,(跳过),(跳过),座椅包裹性强,偏硬,,,,,(空),9,车身缝隙┋开闭件质感,优美整齐,未发现,,,开关门品质好,开门力较小,,,,,(空),7,其他〖未驾乘〗,,,,,,,感觉还可以,,(空),8,座椅舒适性┋空间,包裹性，侧面支撑强,偏硬,较大,暂无,,,,,,,,,(空),7,按键操作便利性,,,,,开关门操作便利性较好,无空调实体件,,,,,,9,接待与专业性,,,热情,专业性不强,,,,,(空),7,风噪/胎噪等静谧行,,,,,,,,,,,(空),,,(空),,(空)
88,1979秒,35-39岁,女,已婚1孩,是，请补充车型〖理想i6〗,4,1,4,2,长安,长安深蓝s07,广州车展,8,车型整体,有辨识度，有个性,隐藏式门把手不方便开，开门关门声音不高级,,,,,,,,5,用料及工艺,,,Ip台仿麂皮高档,门板开关面板设计不高级，有点low,,,,,,,,6,UI设计,,,车模光影效果高级，流畅,出现偶发闪退，有点花,,,,,,,,,https://alifilezx.sojump.cn/338144886_90_q34_2025112216594995424HJBE.MOV?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=5Spb%2FXHlVsDusvdCktHBAsJqkOk%3D&response-content-disposition=attachment%3Bfilename%3D90_34_78549478121__32E68EE5-5AC4-4A6D-8E69-F6E587CAD385.MOV，https://alifilezx.sojump.cn/338144886_90_q34_20251122170223423ITC2AK.jpg?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=OUkEqd%2F0HuoDT7GZae1ysku62ok%3D&response-content-disposition=attachment%3Bfilename%3D90_34_image.jpg,4,科技配置,(跳过),(跳过),,,华为智驾方案，arhud，杜比音效,没有流媒体后视镜,,,,7,其他〖座椅品质〗,,,,,,,,,喇叭饰罩不硌手,座椅褶皱,,5,主动安全,,,,,同级别15万有华为智驾,,,,(空),7,座椅舒适性,前排两个零重力座椅，材质舒适,褶皱,,,,,,,,,,,,7,储物空间,空间大,,,,,,,,,,,6,接待与专业性,,,车展介绍专业,,,,,,,,视野,,,整体透光性可以，视野良好,,,,,,,,,,手机热点投屏功能,,控制面板集成度高，便宜,
89,2261秒,40-44岁,男,已婚2孩/多人口,是，请补充车型〖丰田凯美瑞〗,4,4,5,2,长安深蓝,S07,广州车展,8,车型整体┋前脸/侧围,外观漂亮,,辨识度高,无明显,,,,,,8,内饰设计风格与布局┋用料及工艺,简洁，有新能源风格,,仪表台表面外观材质及氛围灯效果不错,中控台饰板外观质感较差,,,,,,,,7,UI设计,,,反应流畅,图标繁琐，不好找,,,,,,,,,,9,“哇塞”配置┋舒适配置,15万配备华为智驾，全系前排零重力座椅，配置通风加热，55寸ARHUD,(空),杜比扬声器,音效不错,,,,,,7,材质/颜色一致性┋开闭件质感,,,一致性较高,,操作性一般,关门声音一般,,,,,https://alifilezx.sojump.cn/338144886_90_q49_20251122170845856T9KNLQ.mp4?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=vu1g9IySH440CBJGrTBIdVLlwfM%3D&response-content-disposition=attachment%3Bfilename%3D91_49_20251122_170838.mp4，https://alifilezx.sojump.cn/338144886_90_q49_202511221708499112PHU4L.jpg?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=7TVWQXhx6Xq1SQA2WopYwPwDmNg%3D&response-content-disposition=attachment%3Bfilename%3D91_49_20251122_170812.jpg,7,主动安全,,,,,华为主动安全,,,,,8,座椅舒适性┋空间,前排双零重力座椅，舒适性较好,部分缝线品质差,储物空间较多,,,,,,,,,,,9,储物空间,方便操作,,,,,,,,,,https://alifilezx.sojump.cn/338144886_90_q73_20251122171341202DQQC3K.mp4?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=OX%2BorMMaqJuZfNBVbjqm3xgSEgA%3D&response-content-disposition=attachment%3Bfilename%3D91_73_20251122_171324.mp4,7,接待与专业性,,,接待及讲解服务积极,,,,,,(空),7,视野,,,前视野开阔,,,,,,,,,,车机上有较多场景可快速进入，有deepseek 语言大模型,,触控面板替代液晶显示屏，可实现所以功能。,
90,3481秒,35-39岁,男,未婚/单身,是，请补充车型〖10代凯美瑞运动plus，传祺M8宗师御尊版。〗,2,3,2,1,享界S9T,享界S9T 顶配 旅行版,番禺万达金街，华为体验门店,9,车型整体┋前脸/侧围┋漆面/颜色,车身外造型讲究前后整体车身比例的协调和线条的设计美感，迎合了年轻消费群体对车身优雅美学的追求和时尚，视觉冲击力的吸引。,车身外钣金件接缝处个别地方仔细看有段差，工艺管控不如广汽。,前脸的运动姿态感比较好,未与享界S9作出差异化,享界S9T车漆外观颜色的使用更大胆，广汽车型的外观颜色比较正统和保守，近些年未能有某个颜色让人眼前一亮的感觉。,车漆颜色是品质感最直接的外在表现，一眼入魂的感觉是车漆颜色能给客户带来的最直观第一视觉感触。,,,,9,内饰设计风格与布局┋用料及工艺┋色彩与氛围,氛围感营造整体性较好，让人感觉坐进车舱后，被氛围感包裹。车内氛围灯与内饰材料和颜色搭配，其实是一个整体，交相呼应的。,塑料感的一些地方容易被察觉。,用料亲肤感强，皮肤接触到的部位，包覆比较多，昊铂A800的化妆镜质感和功能感不佳，未能把车型定位和用户使用化妆镜的体验感联系起来考虑用户感受。,触感偏硬。,整体性好，氛围感强,对标广汽昊铂A800，车内氛围灯颜色与内饰的搭配，亮度营造出的氛围感不够突出，感知感不强烈。,,,,,,9,UI设计┋应用生态,,,功能生态丰富,功能菜单的层级隐藏较深，需要多次点击才能抵达功能页面，图标显示比例略小,应用丰富，流畅感强,发现了个别几次连续操作功能时候的卡顿,,,,,,,,6,舒适配置,(跳过),(跳过),享界S9T的音响调教比昊铂A800调的好，昊铂A800音响硬件数量很多，但感觉调音方面并没有发挥出全车12扬应能给客户带来的音响体验。,车价较高,,,,,,7,车身缝隙┋开闭件质感,大多数地方还行,车门接缝和车外钣金缝隙处有段差，未拍照,,,门把手塑料感强,门饰板较轻薄，关门声品质不佳,,,,,(空),8,其他〖未试驾〗,,,,,,,乾坤智驾4.0的全维安全设计,暂无,(空),9,座椅舒适性┋空间┋空调感受,支撑性好，软硬适中,暂无,符合车型轴距应该营造给前排，后排客户的空间舒适性，可调节空间大，让用户感觉空间利用率高，可随意调整依然享有车内大空间。,暂无,,,,,空调出风口方向调节方便，静谧性好，开到较大风量，依然感觉不到明显鼓风机音量,暂无,,,,8,便利性设计,,,车门和座椅处，距离客户最近的地方，都能找到可方便客户操作的物理按键，触摸盲操的便利性比较好。关于座椅姿态及座椅功能的调整，物理按键要比虚拟触控按键的优势明显，因为可以方便用户进行盲操，而且距离人手可触及范围近。不用总盯着屏幕触摸操作还容易操控误触。,暂无,,,,,,,(空),8,门店感受┋接待与专业性,无打扰的主动跟随陪伴。销售在自然跟随的情况下，当察觉到顾客有疑问或者操作不会时候，才会介入询问并进行操作指引，对功能的理解和介绍，比较熟悉和亲和力。,暂无,门店对自家产品的功能熟悉度较高，有亲和力,暂无,,,,,(空),6,视野┋其他〖无试驾〗,,,主驾座椅坐姿和视野舒适度较好。车辆A柱做到了尽可能少遮挡，车辆前挡的顶部布置前视摄像头的位置，对驾驶员视野遮挡侵占比较少。,暂无试驾,,,,,驾驶员座姿和视野较好,,(空),和华为手机的追随用户群体有一定重合度。爱国，有骨气，对品质和科技感有一定追求。,车辆前方的交互设计，车内IP打造，车内“天猫精灵”打造。,,暂无,(空)
91,1725秒,35-39岁,男,已婚2孩/多人口,是，请补充车型〖HL〗,3,4,3,2,乐道,乐道L90-Ultra,广州车展,8,车型整体┋前脸/侧围,整体外观很大气,,前灯设计很有亮点,,,,,,(空),8,内饰设计风格与布局┋设计细节,内饰设计很温馨，很舒服,,,,,,中控储物盒打开关闭，很有质感,,,,https://alifilezx.sojump.cn/338144886_92_q25_20251122182101300CGRO8U.mov?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=I9XeYKbBPwD6gLQruC%2BQl8hOp8w%3D&response-content-disposition=attachment%3Bfilename%3D93_25_IMG_9903.mov,9,独特功能亮点,,,,,,,,,冰箱控制面板，显示了不同种类食物储存温度，且可调节，很方便,,,,,7,舒适配置,(跳过),(跳过),冰箱彩电大沙发都有,,,,,,(空),8,材质/颜色一致性,,,颜色很协调，材质触摸质感也不错,,,,,,,,(空),7,安全信息的表达,仪表和中控有多项针对安全相关的提示,,,,,,,,(空),8,空间,,,空间感很不错，空间利用的很好,,,,,,,,,,,9,储物空间┋按键操作便利性,前仓储物空间超大，同级别唯一。后背箱下沉的空间也很大，非常赞！,,,,日常使用的按键都明显指示出来了,,,,,,,9,接待与专业性,,,销售人员很热情，讲解也挺专业的,,,,,,(空),,(空),,,,,,,,,,,(空),,,(空),,(空)
92,2166秒,54岁及以上,男,已婚1孩,是，请补充车型〖传祺速博〗,5,5,5,4,传祺向往S7,向往S7-205Km激光雷达牌,广州-长盛店,8,车型整体,高端大气,侧面有点仿的感觉,,,,,,,(空),8,设计细节,,,,,,,内饰、座椅、仪表台等搭配协调,缺内开门把手,,,(空),7,硬件基础,配套较全面,前挡投影内容偏少,,,,,,,,,,,(空),8,科技配置,(跳过),(跳过),,,引入华为智能座舱,自主能力不足,,,(空),7,车身缝隙,外车身缝隙较均衡,行李仓内饰不够平顺,,,,,,,,,(空),8,其他,,,,,,,主、被动安全均有,未路试，暂无法评价,(空),8,座椅舒适性,舒适性较好,后排只有右一座椅有脚托,,,,,,,,,,,(空),8,按键操作便利性,,,,,按键操作较集中,右侧显示屏调节后视镜等的操作不够直接,,,,,(空),8,接待与专业性,,,可提前预约，并及时接待,常用备件略显不足，需再次到店,,,,,(空),,(空),,,,,,,,,,,(空),,,(空),,(空)
93,757秒,35-39岁,男,已婚2孩/多人口,是，请补充车型〖传祺M6〗,3,3,4,2,乐道L90,次顶配，选配轮辋和踏板,广州市南沙环宇城店,7,车型整体,大气简洁,前脸由于有前备箱有明显的缝隙感,,,,,,,(空),7,用料及工艺,,,该有的软包都有，座椅够舒服,没什么明显缺点,,,,,,,(空),7,应用生态,,,,,需要用的都有，且比较顺畅,无明显感觉,,,,,,,(空),8,“哇塞”配置,该有的科技功能都有，支持L3升级且免费,智驾没法买断，5年后一个月三百多,,,,,,,(空),6,材质/颜色一致性,,,门比较厚重，材质比较好,没什么明显的不满意,,,,,,,(空),7,安全信息的表达,hud比较大和清晰，提示比较醒目,无明显,,,,,,,(空),7,座椅舒适性┋空间┋舒适配置┋静谧性,不厚但是很舒服柔软,没有腿托,座椅薄，因此空间可以,后排比较窄，小孩无法躺平睡觉,空悬滤震比较好，没有坐船感,中规中矩,低速可以,高速有风噪,,,,,(空),7,充电便利性,,,,,,,换电解决了电池衰减担忧,,,,(空),7,接待与专业性┋讲解与演示,,,上门服务,,耐心讲解，且对自己品牌和核心竞争点很清晰,,,,(空),7,底盘调教,中规中矩，对得起价格,悬架软硬自动调节没有感知,,,,,,,,,(空),,换电是核心竞争力，电池衰减后可以免费去换电池,(空),,(空)
94,10144秒,35-39岁,男,已婚0孩,是，请补充车型〖雷克萨斯ES300H〗,3,4,4,3,理想,i6两驱标准版,2025广州车展,8,车型整体┋前脸/侧围┋漆面/颜色,比例协调、低趴运动,像MPV设计,星环大灯、鲨鱼前脸辨识度高、侧面运动感强,风格偏个性,漆面细腻饱和均匀,主要是黑白银灰颜色，过于单调,,,,8,内饰设计风格与布局┋用料及工艺┋色彩与氛围┋设计细节,空间布局较好、温馨感强、科技感较好,,内饰质感较好、软质覆盖足,,清爽温馨,白色易脏,设计实用、操作便利舒适,细节精致感一般,,,,8,硬件基础┋UI设计┋应用生态┋语音助手,硬件流畅、语音识别好,,体验流畅、操作便利、简洁易懂,,家庭场景应用适配强,开放性和丰富度一般,识别准确、可分区及复杂识别,,,,,,,8,舒适配置┋科技配置,(跳过),(跳过),座椅舒适、娱乐丰富,,流畅交互、生态整合好,,,,,8,车身缝隙┋材质/颜色一致性┋开闭件质感┋按键质感,缝隙较小,,颜色均匀有质感,颜色较素,用料较好,,触感和做工较好,,,,,8,被动安全┋主动安全,,,配置丰富、车身结构强,,配置齐全,辅助驾驶的复杂场景识别待完善,,,(空),9,座椅舒适性┋空间┋舒适配置┋静谧性┋空调感受,功能丰富、久坐舒适,,空间较大,,储物丰富、操作舒适、人机友好,,乘坐安静,,可选择对人和不对人出风,,,,,8,储物空间┋便利性设计┋按键操作便利性┋充电便利性,较多且实用,,人机交互友好,,操作舒适便利,,无线和有线充电口多且功率高,,,,(空),9,接待与专业性┋讲解与演示,,,热情且讲解专业,有一定吹嘘成分,演示清晰、讲解顺畅,,,,(空),8,底盘调教┋驾驶感受(加速、制动、专项等）┋风噪/胎噪等静谧行,,,,,,,,,,,(空),,,(空),,(空)
95,2189秒,40-44岁,男,已婚1孩,是，请补充车型〖传祺GS8〗,3,3,5,3,零跑,LAFA5-顶配,广州-广州车展,8,车型整体┋前脸/侧围┋漆面/颜色,线条流畅,,三个小灯很有特点,,颜色中性不张扬,,,,,6,内饰设计风格与布局┋用料及工艺,简洁,,简洁,毛织显低端,,,,,,,,3,语音助手,,,,,,,,语音对话反应慢，语音识别不准,,,,,,6,舒适配置,(跳过),(跳过),,没有太多亮点,,,,,,8,按键质感,,,,,,,开门内开关质感很好,隐藏式门把手不好用,,,,6,安全信息的表达,6个气囊中规中矩,,,,,,,,(空),7,座椅舒适性┋空间,头枕不错,Y向空间较小,中规中矩,右膝盖有点窄,,,,,,,,,,6,按键操作便利性,,,,,手套箱有物理按键,较小,,,,,,8,接待与专业性,,,较亲和,,,,,,(空),,(空),,,,,,,,,,,(空),,,(空),没有安全带高调器,
96,759秒,30-34岁,男,已婚1孩,是，请补充车型〖皇冠〗,4,4,5,5,蔚来,蔚来ES8-豪华版,广州市-南沙环宇城店,9,车型整体┋前脸/侧围,高头大马，方方正正,车顶两侧摄像头突兀,灯，星河璀璨,车顶摄像头突兀,,,,,(空),9,内饰设计风格与布局┋用料及工艺┋色彩与氛围┋设计细节,豪华，尊贵，后备箱软包；IP贯穿屏，体验好；,按键太多,皮质舒服,,IP贯穿屏的整体感，已经多套HMI的优化，和中控一整体联动；深蓝色内饰深沉,,CNSL手套箱中的220V插座，预留了出线口,没有副驾手套箱,,,(空),8,UI设计┋语音助手,,,IP贯穿屏和中控HMI联动，贯穿屏副驾显示歌词和其他小部件好用好看,_,,,有nomi的形象外显互动,,,,,,(空),7,舒适配置,(跳过),(跳过),二排零重力，双扶手,,,,,,(空),8,按键质感,,,,,,,按键质感好,,,,(空),8,安全信息的表达,HUD除了后视镜补盲，还有A柱补盲,仪表信息略小,,,,,,,(空),9,座椅舒适性,通风按摩加热好用,按摩力度不够，无坐垫按摩,,,,,,,,,,,(空),9,充电便利性,,,,,,,换电快速，无脑操作,,,,(空),9,讲解与演示,,,,,主动讲解亮点，会探查用户关注点深入体验,,,,(空),8,驾驶感受(加速、制动、专项等）,,,,,运动模式路感反馈明显,其他模式略有船感,,,,,(空),,,(空),,(空)
97,3048秒,40-44岁,男,已婚1孩,是，请补充车型〖GS7〗,5,4,5,5,理想L6,L6-顶配,广州车展,9,车型整体,线条协调大气，理想L6采用家族式设计，前后贯穿式灯光设计极具辨识度，车身侧面有隐藏式门把手，车尾D柱角度独特。新增天青色专属车漆，搭配黑白双色内饰，清新自然。,,,,,,,,,8,内饰设计风格与布局┋用料及工艺┋色彩与氛围┋设计细节,真皮座椅，座椅加热、电动调节，四座标配座椅通风，两座标配十点按摩。有电动遮阳帘，紫外线隔绝率达99.8%。此外，还有压缩机大冰箱、全功能方向盘、氛围灯等配置。,,身体接触面真皮，用料品质高,,色彩统一,,内饰设计细节品质感较好,,,,,9,硬件基础┋UI设计┋应用生态┋语音助手,理想自研8295芯片,,双屏15.7视觉效果和卡片布置位置合理,,采用高通骁龙8295P芯片，拥有高清四屏交互系统，包括15.7英寸中控屏、15.7英寸副驾屏、13.3英寸高清全彩HUD抬头显示和安全驾驶交互屏。搭载MindGPT的AI理想同学，能实现语音控制、绘画生成、任务规划等功能。音响系统有19个扬声器，采用7.3.4全景声布局。,,反应灵敏准确,,,,,,,9,“哇塞”配置,智驾,(空),,,,,,,(空),9,材质/颜色一致性,,,多种车身颜色,,,,,,,,(空),9,主动安全,,,,,全系标配ATL激光雷达。Pro版配备地平线征程6M芯片，支持高速NOA、激光雷达AEB等功能；Max版搭载英伟达Thor-U双芯，支持全场景NOA，后续还将升级VLA辅助驾驶功能。,,,,(空),9,座椅舒适性,面料品质和包裹感较好,,,,,,,,,,,,(空),9,按键操作便利性,,,,,多位电子触屏，操作灵敏,,,,,,(空),8,讲解与演示,,,,,车型亮点讲解清楚,,,,(空),9,视野,,,变道HUD可显示侧边路况,,,,,,,,(空),,拥有高清多屏交互系统，包括15.7英寸中控屏、15.7英寸副驾屏、13.3英寸高清全彩HUD抬头显示和安全驾驶交互屏。搭载MindGPT的AI理想同学，能实现语音控制、绘画生成、任务规划等功能。音响系统有19个扬声器，采用7.3.4全景声布局。,(空),座舱方面体验较好，模块化设计在降本方面有很大帮助，车身内饰颜色统一。,(空)
98,2068秒,40-44岁,男,已婚2孩/多人口,是，请补充车型〖传祺GS4〗,5,5,5,5,小鹏X9增程车,小鹏X9增程1602max,广州车展17.2展厅,6,车型整体,外造型一般,外造型前脸和侧面都一般，吸引力不够,,,,,,,(空),6,用料及工艺,,,地毯用料足,内饰接缝面缺乏高级感,,,,,,,,8,语音助手,,,,,,,语音交互流畅，精准,暂未发现,,,,,(空),8,科技配置,(跳过),(跳过),,,后轮可以主动转向±5度，为城市拥堵路段通过、雪地平稳、泊车等带来极大便利,暂未发现,,,,7,其他,,,,,,,,,一般,一般,(空),7,其他,,,,,,,一般,暂未发现,(空),8,空间,,,2+2+3  第二排零重力座椅，第三排可以完全躺平，很实用，地毯平整,暂未发现,,,,,,,,,,8,便利性设计,,,一键操作增加便利,暂未发现,,,,,,,,6,门店感受,一般,一般,,,,,,,(空),7,(空),,,,,,,,,,,(空),,,(空),,(空)
99,5025秒,30-34岁,男,未婚/单身,是，请补充车型〖特斯拉modal3〗,3,2,2,2,零跑,C10顶配,广州车展,7,车型整体┋前脸/侧围┋漆面/颜色,年轻化又不会显得过于激进,后背上的鲨鱼鳍显得突兀，破坏整体美感,车灯有辨识度，且造型耐看,接缝处缝隙偏大,漆面颜色色泽讨喜好看,,,,,7,内饰设计风格与布局┋用料及工艺┋色彩与氛围,很典型的新势力简洁,缺少独特的辨识度,用料比同价位同级别好，质感较好,,色彩氛围是明显的仿理想风格，整体风格统一,缺少零跑的独特风格,,,,,,7,UI设计┋应用生态┋语音助手,,,逻辑清晰，系统体验流畅无明显卡顿,,应用基本满足日常使用要求,第三方应用较少,基本控制功能都能准确响应，能使用千问或deepseek大模型进行语音增强,语言连续对话功能存在误识别,,,,,,9,“哇塞”配置┋舒适配置┋科技配置,配备激光雷达,暂未体验,配置座椅通风，全景天窗，座椅调节角度多，后排空间不算小,,系统操作流畅，配备激光雷达，语音助手基本功能都具备,,,,,7,车身缝隙┋材质/颜色一致性┋按键质感,,车身缝隙总体偏大,颜色一致性很好，硬质塑料与皮质包裹的界限不明显,,,,按键较少，基本通过屏幕或语音操作,按键触感和材质一般，手感生硬,,,,5,其他〖未动态体验〗,,,,,,,,,(空),7,座椅舒适性┋空间┋舒适配置,座椅总体感受符合价位,包裹性差点，座椅较短,空间较大，储存空间也较多,,基本的座椅通风加热都有，带遮阳帘的全景天窗,座椅调节角度较少，无腰脱调节,,,,,,,(空),6,储物空间┋按键操作便利性┋充电便利性,基本储物空间都有,副驾储物盒较小,,,新势力的简洁风格，按键操作逻辑简洁,容易误触,中规中矩,,,,(空),7,接待与专业性┋讲解与演示,,,接待人员热情大方，主动接待讲解,,,,,,(空),5,其他,,,,,,,,,,,(空),,,(空),,(空)
