component_id,name,source_column,mention_count
Component_120,间隙,appearance_design_front_side_negative_feedback,1
Component_121,车顶,appearance_design_front_side_negative_feedback,1
Component_122,接缝,appearance_design_front_side_negative_feedback,1
Component_123,发罩,appearance_design_front_side_negative_feedback,1
Component_124,保险杠,appearance_design_front_side_negative_feedback,1
Component_125,翼子板,appearance_design_front_side_negative_feedback,1
Component_126,四门,appearance_design_front_side_negative_feedback,1
Component_127,把手,appearance_design_front_side_negative_feedback,1
Component_128,前脸,appearance_design_front_side_negative_feedback,2
Component_129,门把手,appearance_design_front_side_negative_feedback,1
Component_130,前灯,appearance_design_front_side_negative_feedback,1
Component_131,外视镜,appearance_design_front_side_negative_feedback,1
Component_132,前后组合大灯,appearance_design_front_side_negative_feedback,1
Component_133,前格栅,appearance_design_front_side_negative_feedback,1
Component_134,车身侧面线条,appearance_design_front_side_negative_feedback,1
Component_135,侧围,appearance_design_front_side_negative_feedback,1
Component_136,车漆,appearance_design_paint_color_positive_feedback,9
Component_137,漆面,appearance_design_paint_color_positive_feedback,3
Component_138,外漆,appearance_design_paint_color_positive_feedback,2
Component_139,车灯,appearance_design_paint_color_positive_feedback,1
Component_140,内饰,appearance_design_paint_color_positive_feedback,1
Component_141,黑色,appearance_design_paint_color_positive_feedback,1
Component_142,亮饰条,appearance_design_paint_color_positive_feedback,1
Component_143,车身,appearance_design_paint_color_positive_feedback,1
Component_144,红色金属漆,appearance_design_paint_color_positive_feedback,1
Component_145,漆面,appearance_design_paint_color_negative_feedback,2
Component_146,车漆颜色,appearance_design_paint_color_negative_feedback,2
Component_147,造型,appearance_design_paint_color_negative_feedback,1
Component_148,色,appearance_design_paint_color_negative_feedback,1
Component_149,车头,appearance_design_other_negative_feedback,1
Component_150,中控,interior_design_layout_positive_feedback,2
Component_151,储物区域,interior_design_layout_positive_feedback,3
Component_152,控制区域,interior_design_layout_positive_feedback,1
Component_153,包袱,interior_design_layout_positive_feedback,1
Component_154,方向盘,interior_design_layout_positive_feedback,1
Component_155,座椅布局,interior_design_layout_positive_feedback,1
Component_156,内饰,interior_design_layout_positive_feedback,11
Component_157,仪表台,interior_design_layout_positive_feedback,1
Component_158,氛围灯,interior_design_layout_positive_feedback,3
Component_159,内饰材料,interior_design_layout_positive_feedback,1
Component_160,内饰颜色,interior_design_layout_positive_feedback,1
Component_161,后备箱软包,interior_design_layout_positive_feedback,1
Component_162,IP贯穿屏,interior_design_layout_positive_feedback,1
Component_163,真皮座椅,interior_design_layout_positive_feedback,1
Component_164,座椅加热,interior_design_layout_positive_feedback,1
Component_165,电动调节,interior_design_layout_positive_feedback,1
Component_166,座椅通风,interior_design_layout_positive_feedback,1
Component_167,电动遮阳帘,interior_design_layout_positive_feedback,1
Component_168,压缩机大冰箱,interior_design_layout_positive_feedback,1
Component_169,全功能方向盘,interior_design_layout_positive_feedback,1
Component_170,操控,interior_design_layout_positive_feedback,1
Component_171,车内,interior_design_layout_positive_feedback,1
Component_172,第三排座椅,interior_design_layout_positive_feedback,1
Component_173,车窗遮阳帘,interior_design_layout_positive_feedback,1
Component_174,中控台,interior_design_layout_positive_feedback,1
Component_175,中控显示屏,interior_design_layout_positive_feedback,1
Component_176,BOSE音响,interior_design_layout_positive_feedback,1
Component_177,后排座椅加热,interior_design_layout_positive_feedback,1
Component_178,屏幕,interior_design_layout_positive_feedback,1
Component_179,空间,interior_design_layout_positive_feedback,2
Component_180,座椅,interior_design_layout_positive_feedback,1
Component_181,大屏,interior_design_layout_positive_feedback,1
Component_182,天幕屏,interior_design_layout_positive_feedback,1
Component_183,储物空间,interior_design_layout_positive_feedback,1
Component_184,设计风格,interior_design_layout_positive_feedback,1
Component_185,座位布局,interior_design_layout_positive_feedback,1
Component_186,置物空间,interior_design_layout_negative_feedback,1
Component_187,内饰,interior_design_layout_negative_feedback,1
Component_188,开关,interior_design_layout_negative_feedback,1
Component_189,储物空间,interior_design_layout_negative_feedback,2
Component_190,皮质表面,interior_design_layout_negative_feedback,1
Component_191,仪表台,interior_design_layout_negative_feedback,1
Component_192,按键,interior_design_layout_negative_feedback,1
Component_193,二排过道,interior_design_layout_negative_feedback,1
Component_194,方向盘,interior_design_layout_negative_feedback,1
Component_195,座椅,interior_design_layout_negative_feedback,2
Component_196,翻毛皮,interior_design_layout_negative_feedback,1
Component_197,塑料部件,interior_design_layout_negative_feedback,1
Component_198,板块,interior_design_layout_negative_feedback,1
Component_199,设计,interior_design_layout_negative_feedback,1
Component_200,空间,interior_design_layout_negative_feedback,2
Component_201,前排座椅,interior_design_layout_negative_feedback,1
Component_202,导轨,interior_design_layout_negative_feedback,1
Component_203,仪表,interior_design_layout_negative_feedback,1
Component_204,副驾前方储物格,interior_design_layout_negative_feedback,1
Component_205,抽屉,interior_design_layout_negative_feedback,1
Component_206,前排中间空调出风口,interior_design_layout_negative_feedback,1
Component_207,车型,interior_material_workmanship_positive_feedback,1
Component_208,内饰,interior_material_workmanship_positive_feedback,5
Component_209,包覆,interior_material_workmanship_positive_feedback,2
Component_210,竹炭材质,interior_material_workmanship_positive_feedback,1
Component_211,座椅,interior_material_workmanship_positive_feedback,3
Component_212,一键小憩模式,interior_material_workmanship_positive_feedback,1
Component_213,大床模式,interior_material_workmanship_positive_feedback,1
Component_214,IP台,interior_material_workmanship_positive_feedback,1
Component_215,仿麂皮,interior_material_workmanship_positive_feedback,1
Component_216,仪表台,interior_material_workmanship_positive_feedback,1
Component_217,氛围灯,interior_material_workmanship_positive_feedback,1
Component_218,化妆镜,interior_material_workmanship_positive_feedback,2
Component_219,皮肤接触部位,interior_material_workmanship_positive_feedback,1
Component_220,软包,interior_material_workmanship_positive_feedback,3
Component_221,软质覆盖,interior_material_workmanship_positive_feedback,1
Component_222,皮质,interior_material_workmanship_positive_feedback,1
Component_223,身体接触面,interior_material_workmanship_positive_feedback,1
Component_224,真皮,interior_material_workmanship_positive_feedback,2
Component_225,地毯,interior_material_workmanship_positive_feedback,1
Component_226,车顶,interior_material_workmanship_positive_feedback,1
Component_227,麂皮,interior_material_workmanship_positive_feedback,1
Component_228,座椅材质,interior_material_workmanship_positive_feedback,1
Component_229,内饰造型,interior_material_workmanship_positive_feedback,1
Component_230,内饰材质,interior_material_workmanship_positive_feedback,1
Component_231,内饰颜色,interior_material_workmanship_positive_feedback,1
Component_232,仪表,interior_material_workmanship_positive_feedback,1
Component_233,方向盘,interior_material_workmanship_positive_feedback,2
Component_234,门饰板,interior_material_workmanship_positive_feedback,1
Component_235,仪表板,interior_material_workmanship_positive_feedback,1
Component_236,翻毛皮,interior_material_workmanship_positive_feedback,1
Component_237,拉手,interior_material_workmanship_positive_feedback,1
Component_238,H5,interior_material_workmanship_positive_feedback,1
Component_239,门板,interior_material_workmanship_positive_feedback,1
Component_240,实木,interior_material_workmanship_positive_feedback,1
Component_241,IP,interior_material_workmanship_positive_feedback,1
Component_242,CONSOLE,interior_material_workmanship_positive_feedback,1
Component_243,亮饰条,interior_material_workmanship_positive_feedback,1
Component_244,车内软包覆,interior_material_workmanship_positive_feedback,1
Component_245,车载冰箱,interior_material_workmanship_positive_feedback,1
Component_246,喇叭网孔,interior_material_workmanship_negative_feedback,1
Component_247,内饰,interior_material_workmanship_negative_feedback,3
Component_248,后排座椅,interior_material_workmanship_negative_feedback,1
Component_249,金属制品,interior_material_workmanship_negative_feedback,1
Component_250,软包,interior_material_workmanship_negative_feedback,2
Component_251,门板开关面板,interior_material_workmanship_negative_feedback,1
Component_252,中控台饰板,interior_material_workmanship_negative_feedback,1
Component_253,毛织,interior_material_workmanship_negative_feedback,1
Component_254,内饰接缝面,interior_material_workmanship_negative_feedback,1
Component_255,按摩,interior_material_workmanship_negative_feedback,1
Component_256,内饰布局,interior_material_workmanship_negative_feedback,1
Component_257,内饰颜色,interior_material_workmanship_negative_feedback,1
Component_258,内饰用料,interior_material_workmanship_negative_feedback,1
Component_259,布料,interior_material_workmanship_negative_feedback,1
Component_260,硬塑料,interior_material_workmanship_negative_feedback,2
Component_261,双连屏,interior_material_workmanship_negative_feedback,1
Component_262,按键面板,interior_material_workmanship_negative_feedback,1
Component_263,IP台,interior_material_workmanship_negative_feedback,1
Component_264,翻毛皮,interior_material_workmanship_negative_feedback,1
Component_265,低档软包,interior_material_workmanship_negative_feedback,1
Component_266,仪表台,interior_material_workmanship_negative_feedback,1
Component_267,镀铬饰条,interior_material_workmanship_negative_feedback,1
Component_268,仿皮座椅,interior_material_workmanship_negative_feedback,1
Component_269,第三排,interior_material_workmanship_negative_feedback,1
Component_270,材质,interior_material_workmanship_negative_feedback,2
Component_271,用料,interior_material_workmanship_negative_feedback,1
Component_272,Console,interior_material_workmanship_negative_feedback,1
Component_273,门板,interior_material_workmanship_negative_feedback,1
Component_274,顶棚,interior_material_workmanship_negative_feedback,1
Component_275,工艺,interior_material_workmanship_negative_feedback,1
Component_276,香薰,interior_color_atmosphere_positive_feedback,1
Component_277,氛围灯,interior_color_atmosphere_positive_feedback,3
Component_278,氛围感,interior_color_atmosphere_positive_feedback,1
Component_279,IP贯穿屏,interior_color_atmosphere_positive_feedback,1
Component_280,HMI,interior_color_atmosphere_positive_feedback,1
Component_281,中控,interior_color_atmosphere_positive_feedback,1
Component_282,内饰,interior_color_atmosphere_positive_feedback,4
Component_283,色彩,interior_color_atmosphere_positive_feedback,2
Component_284,色彩氛围,interior_color_atmosphere_positive_feedback,1
Component_285,风格,interior_color_atmosphere_positive_feedback,1
Component_286,门饰板,interior_color_atmosphere_positive_feedback,1
Component_287,灯光,interior_color_atmosphere_positive_feedback,1
Component_288,香味系统,interior_color_atmosphere_positive_feedback,1
Component_289,屏幕,interior_color_atmosphere_positive_feedback,1
Component_290,材料,interior_color_atmosphere_positive_feedback,1
Component_291,红色,interior_color_atmosphere_positive_feedback,1
Component_292,橙色,interior_color_atmosphere_positive_feedback,1
Component_293,木纹,interior_color_atmosphere_negative_feedback,1
Component_294,科技感,interior_color_atmosphere_negative_feedback,1
Component_295,温馨感,interior_color_atmosphere_negative_feedback,1
Component_296,前排,interior_color_atmosphere_negative_feedback,1
Component_297,三排,interior_color_atmosphere_negative_feedback,1
Component_298,二排,interior_color_atmosphere_negative_feedback,1
Component_299,氛围感,interior_color_atmosphere_negative_feedback,2
Component_300,颜色,interior_color_atmosphere_negative_feedback,3
Component_301,氛围灯,interior_color_atmosphere_negative_feedback,3
Component_302,内饰,interior_color_atmosphere_negative_feedback,5
Component_303,亮度,interior_color_atmosphere_negative_feedback,1
Component_304,白色,interior_color_atmosphere_negative_feedback,1
Component_305,家族式风格,interior_color_atmosphere_negative_feedback,1
Component_306,质感,interior_color_atmosphere_negative_feedback,1
Component_307,沉浸感,interior_color_atmosphere_negative_feedback,1
Component_308,色彩搭配,interior_color_atmosphere_negative_feedback,1
Component_309,前玻璃,interior_color_atmosphere_negative_feedback,1
Component_310,视野,interior_color_atmosphere_negative_feedback,1
Component_311,米色,interior_color_atmosphere_negative_feedback,1
Component_312,色彩,interior_color_atmosphere_negative_feedback,1
Component_313,配色,interior_color_atmosphere_negative_feedback,1
Component_314,灯光氛围,interior_color_atmosphere_negative_feedback,1
Component_315,机构,interior_design_details_positive_feedback,1
Component_316,铁网出风口,interior_design_details_positive_feedback,1
Component_317,前排座椅,interior_design_details_positive_feedback,1
Component_318,二排座椅,interior_design_details_positive_feedback,1
Component_319,娱乐屏,interior_design_details_positive_feedback,1
Component_320,实体按键,interior_design_details_positive_feedback,1
Component_321,开门开关,interior_design_details_positive_feedback,1
Component_322,中控储物盒,interior_design_details_positive_feedback,1
Component_323,内饰,interior_design_details_positive_feedback,1
Component_324,座椅,interior_design_details_positive_feedback,1
Component_325,仪表台,interior_design_details_positive_feedback,1
Component_326,CNSL手套箱,interior_design_details_positive_feedback,1
Component_327,220V插座,interior_design_details_positive_feedback,1
Component_328,内饰设计,interior_design_details_positive_feedback,2
Component_329,后备箱盖板,interior_design_details_positive_feedback,1
Component_330,后排座椅,interior_design_details_positive_feedback,1
Component_331,窗位边界,interior_design_details_positive_feedback,1
Component_332,中控,interior_design_details_positive_feedback,1
Component_333,屏幕,interior_design_details_positive_feedback,1
Component_334,音响网罩,interior_design_details_positive_feedback,1
Component_335,软质材料,interior_design_details_positive_feedback,1
Component_336,显示屏幕,interior_design_details_positive_feedback,1
Component_337,二排过道,interior_design_details_positive_feedback,1
Component_338,右侧座椅,interior_design_details_positive_feedback,1
Component_339,Nappa真皮座椅,interior_design_details_positive_feedback,1
Component_340,副驾储物,interior_design_details_positive_feedback,1
Component_341,后备箱,interior_design_details_positive_feedback,1
Component_342,螺丝,interior_design_details_positive_feedback,1
Component_343,眼镜盒,interior_design_details_positive_feedback,1
Component_344,B柱挂钩,interior_design_details_positive_feedback,1
Component_345,三排座椅,interior_design_details_negative_feedback,1
Component_346,后备箱,interior_design_details_negative_feedback,1
Component_347,内开门把手,interior_design_details_negative_feedback,1
Component_348,副驾手套箱,interior_design_details_negative_feedback,1
Component_349,冰箱位,interior_design_details_negative_feedback,1
Component_350,后排座椅通风,interior_design_details_negative_feedback,1
Component_351,二排左后小桌板,interior_design_details_negative_feedback,1
Component_352,方向盘导航按钮,interior_design_details_negative_feedback,1
Component_353,中央出风口装饰,interior_design_details_negative_feedback,1
Component_354,中央扶手,interior_design_details_negative_feedback,1
Component_355,USB,interior_design_details_negative_feedback,1
Component_356,门板,interior_design_details_negative_feedback,1
Component_357,扶手,interior_design_details_negative_feedback,1
Component_358,座椅,interior_design_other_positive_feedback,1
Component_359,座椅,interior_design_other_negative_feedback,1
Component_360,大空间,smart_cabin_hardware_positive_feedback,1
Component_361,大前备箱,smart_cabin_hardware_positive_feedback,1
Component_362,屏幕,smart_cabin_hardware_positive_feedback,1
Component_363,主驾屏幕,smart_cabin_hardware_positive_feedback,1
Component_364,副驾屏幕,smart_cabin_hardware_positive_feedback,1
Component_365,8255芯片,smart_cabin_hardware_positive_feedback,1
Component_366,硬件,smart_cabin_hardware_positive_feedback,1
Component_367,语音识别系统,smart_cabin_hardware_positive_feedback,1
Component_368,8295芯片,smart_cabin_hardware_positive_feedback,1
Component_369,自研系统,smart_cabin_hardware_positive_feedback,1
Component_370,鸿蒙系统,smart_cabin_hardware_positive_feedback,1
Component_371,仪表屏幕,smart_cabin_hardware_positive_feedback,1
Component_372,后排娱乐系统,smart_cabin_hardware_positive_feedback,1
Component_373,硬件平台,smart_cabin_hardware_positive_feedback,1
Component_374,页面,smart_cabin_hardware_positive_feedback,1
Component_375,momenta技术,smart_cabin_hardware_positive_feedback,1
Component_376,中控屏,smart_cabin_hardware_positive_feedback,2
Component_377,前排遮阳板,smart_cabin_hardware_positive_feedback,1
Component_378,化妆镜,smart_cabin_hardware_positive_feedback,1
Component_379,后排车门,smart_cabin_hardware_positive_feedback,1
Component_380,空调,smart_cabin_hardware_positive_feedback,1
Component_381,座椅按摩,smart_cabin_hardware_positive_feedback,1
Component_382,后排小桌板,smart_cabin_hardware_positive_feedback,1
Component_383,储物,smart_cabin_hardware_positive_feedback,1
Component_384,外后视镜,smart_cabin_hardware_positive_feedback,1
Component_385,二排吸顶屏,smart_cabin_hardware_positive_feedback,1
Component_386,华为鸿蒙座舱,smart_cabin_hardware_positive_feedback,1
Component_387,前排座椅,smart_cabin_hardware_negative_feedback,1
Component_388,组合仪表,smart_cabin_hardware_negative_feedback,1
Component_389,仪表屏幕,smart_cabin_hardware_negative_feedback,1
Component_390,左右屏,smart_cabin_hardware_negative_feedback,1
Component_391,车机屏幕,smart_cabin_hardware_negative_feedback,1
Component_392,主仪表,smart_cabin_hardware_negative_feedback,1
Component_393,前挡投影,smart_cabin_hardware_negative_feedback,1
Component_394,HUD,smart_cabin_hardware_negative_feedback,1
Component_395,鸿蒙系统,smart_cabin_hardware_negative_feedback,1
Component_396,车机系统,smart_cabin_hardware_negative_feedback,1
Component_397,车机芯片,smart_cabin_hardware_negative_feedback,1
Component_398,屏幕,smart_cabin_hardware_negative_feedback,3
Component_399,高速智驾系统,smart_cabin_hardware_negative_feedback,1
Component_400,智驾系统,smart_cabin_hardware_negative_feedback,1
Component_401,AV主机,smart_cabin_hardware_negative_feedback,1
Component_402,音响,smart_cabin_hardware_negative_feedback,1
Component_403,副驾小桌板,smart_cabin_hardware_negative_feedback,1
Component_404,按键,smart_cabin_hardware_negative_feedback,1
Component_405,UI,smart_cabin_ui_positive_feedback,4
Component_406,应用,smart_cabin_ui_positive_feedback,1
Component_407,信息分区,smart_cabin_ui_positive_feedback,1
Component_408,色彩,smart_cabin_ui_positive_feedback,1
Component_409,语音交互,smart_cabin_ui_positive_feedback,1
Component_410,界面,smart_cabin_ui_positive_feedback,2
Component_411,音乐界面,smart_cabin_ui_positive_feedback,1
Component_412,仪表,smart_cabin_ui_positive_feedback,1
Component_413,屏幕,smart_cabin_ui_positive_feedback,2
Component_414,车模,smart_cabin_ui_positive_feedback,1
Component_415,光影效果,smart_cabin_ui_positive_feedback,1
Component_416,IP贯穿屏,smart_cabin_ui_positive_feedback,1
Component_417,中控HMI,smart_cabin_ui_positive_feedback,1
Component_418,贯穿屏副驾,smart_cabin_ui_positive_feedback,1
Component_419,歌词显示,smart_cabin_ui_positive_feedback,1
Component_420,小部件,smart_cabin_ui_positive_feedback,1
Component_421,双屏,smart_cabin_ui_positive_feedback,1
Component_422,视觉效果,smart_cabin_ui_positive_feedback,1
Component_423,卡片布置,smart_cabin_ui_positive_feedback,1
Component_424,系统,smart_cabin_ui_positive_feedback,1
Component_425,简介,smart_cabin_ui_positive_feedback,1
Component_426,关键功能,smart_cabin_ui_positive_feedback,1
Component_427,主界面,smart_cabin_ui_positive_feedback,1
Component_428,电脑pad,smart_cabin_ui_positive_feedback,1
Component_429,显示,smart_cabin_ui_positive_feedback,1
Component_430,操作,smart_cabin_ui_positive_feedback,3
Component_431,流畅性,smart_cabin_ui_positive_feedback,1
Component_432,细腻度,smart_cabin_ui_positive_feedback,1
Component_433,卡片,smart_cabin_ui_positive_feedback,1
Component_434,操作界面,smart_cabin_ui_positive_feedback,1
Component_435,分屏,smart_cabin_ui_positive_feedback,1
Component_436,副驾,smart_cabin_ui_positive_feedback,1
Component_437,主驾,smart_cabin_ui_positive_feedback,1
Component_438,视频,smart_cabin_ui_positive_feedback,1
Component_439,蓝牙耳机,smart_cabin_ui_positive_feedback,1
Component_440,头枕音响,smart_cabin_ui_positive_feedback,1
Component_441,越野模式,smart_cabin_ui_positive_feedback,1
Component_442,可视化展示,smart_cabin_ui_positive_feedback,1
Component_443,三维模型,smart_cabin_ui_positive_feedback,1
Component_444,车窗,smart_cabin_ui_positive_feedback,1
Component_445,加油盖,smart_cabin_ui_positive_feedback,1
Component_446,清晰度,smart_cabin_ui_negative_feedback,1
Component_447,品质感,smart_cabin_ui_negative_feedback,1
Component_448,大屏,smart_cabin_ui_negative_feedback,2
Component_449,UI设计,smart_cabin_ui_negative_feedback,1
Component_450,UI,smart_cabin_ui_negative_feedback,1
Component_451,显示效果,smart_cabin_ui_negative_feedback,1
Component_452,图标,smart_cabin_ui_negative_feedback,2
Component_453,功能菜单,smart_cabin_ui_negative_feedback,1
Component_454,主界面,smart_cabin_ui_negative_feedback,1
Component_455,程序,smart_cabin_ui_negative_feedback,1
Component_456,银河车型,smart_cabin_ui_negative_feedback,1
Component_457,功能,smart_cabin_ui_negative_feedback,1
Component_458,整车功能,smart_cabin_ui_negative_feedback,1
Component_459,操作界面,smart_cabin_ui_negative_feedback,1
Component_460,美术设计,smart_cabin_ui_negative_feedback,1
Component_461,豆包,smart_cabin_ecosystem_positive_feedback,1
Component_462,联网搜索,smart_cabin_ecosystem_positive_feedback,1
Component_463,短视频,smart_cabin_ecosystem_positive_feedback,1
Component_464,CarPlay,smart_cabin_ecosystem_positive_feedback,1
Component_465,ICCOA CarLink,smart_cabin_ecosystem_positive_feedback,1
Component_466,HiCar,smart_cabin_ecosystem_positive_feedback,1
Component_467,Flyme Link,smart_cabin_ecosystem_positive_feedback,1
Component_468,家庭场景应用,smart_cabin_ecosystem_positive_feedback,1
Component_469,高通骁龙8295P芯片,smart_cabin_ecosystem_positive_feedback,1
Component_470,四屏交互系统,smart_cabin_ecosystem_positive_feedback,1
Component_471,中控屏,smart_cabin_ecosystem_positive_feedback,1
Component_472,副驾屏,smart_cabin_ecosystem_positive_feedback,1
Component_473,HUD抬头显示,smart_cabin_ecosystem_positive_feedback,1
Component_474,安全驾驶交互屏,smart_cabin_ecosystem_positive_feedback,1
Component_475,MindGPT,smart_cabin_ecosystem_positive_feedback,1
Component_476,AI理想同学,smart_cabin_ecosystem_positive_feedback,1
Component_477,语音控制,smart_cabin_ecosystem_positive_feedback,1
Component_478,绘画生成,smart_cabin_ecosystem_positive_feedback,1
Component_479,任务规划,smart_cabin_ecosystem_positive_feedback,1
Component_480,音响系统,smart_cabin_ecosystem_positive_feedback,1
Component_481,扬声器,smart_cabin_ecosystem_positive_feedback,1
Component_482,7.3.4全景声布局,smart_cabin_ecosystem_positive_feedback,1
Component_483,高德,smart_cabin_ecosystem_positive_feedback,1
