feature_id,name,source_column,mention_count
Feature_161,小灯,appearance_design_front_side_positive_feedback,1
Feature_162,灯,appearance_design_front_side_positive_feedback,1
Feature_163,星河璀璨,appearance_design_front_side_positive_feedback,1
Feature_164,车灯,appearance_design_front_side_positive_feedback,1
Feature_165,前脸,appearance_design_front_side_positive_feedback,4
Feature_166,侧围,appearance_design_front_side_positive_feedback,2
Feature_167,风阻,appearance_design_front_side_positive_feedback,1
Feature_168,分缝,appearance_design_front_side_positive_feedback,1
Feature_169,星环灯,appearance_design_front_side_positive_feedback,1
Feature_170,车头,appearance_design_front_side_positive_feedback,1
Feature_171,发罩上盖,appearance_design_front_side_positive_feedback,1
Feature_172,一体式设计,appearance_design_front_side_positive_feedback,1
Feature_173,大发罩,appearance_design_front_side_positive_feedback,1
Feature_174,硬朗,appearance_design_front_side_positive_feedback,1
Feature_175,车身比例,appearance_design_front_side_positive_feedback,1
Feature_176,姿态,appearance_design_front_side_positive_feedback,1
Feature_177,主动闭合式进气格栅,appearance_design_front_side_positive_feedback,1
Feature_178,小鹏系设计语言,appearance_design_front_side_positive_feedback,1
Feature_179,灯具,appearance_design_front_side_positive_feedback,1
Feature_180,外观感知品质,appearance_design_front_side_positive_feedback,1
Feature_181,大灯设计,appearance_design_front_side_positive_feedback,1
Feature_182,车头高度,appearance_design_front_side_positive_feedback,1
Feature_183,外观,appearance_design_front_side_positive_feedback,1
Feature_184,侧面轮廓,appearance_design_front_side_positive_feedback,1
Feature_185,前脸格栅,appearance_design_front_side_positive_feedback,1
Feature_186,悬浮式侧位,appearance_design_front_side_positive_feedback,1
Feature_187,前脸气坝,appearance_design_front_side_positive_feedback,1
Feature_188,前脸设计,appearance_design_front_side_positive_feedback,1
Feature_189,越野运动感,appearance_design_front_side_positive_feedback,1
Feature_190,审美,appearance_design_front_side_positive_feedback,1
Feature_191,饱满度,appearance_design_front_side_positive_feedback,1
Feature_192,高度,appearance_design_front_side_positive_feedback,1
Feature_193,设计语言,appearance_design_front_side_positive_feedback,1
Feature_194,型面风格,appearance_design_front_side_negative_feedback,1
Feature_195,线条,appearance_design_front_side_negative_feedback,1
Feature_196,车灯,appearance_design_front_side_negative_feedback,2
Feature_197,车标,appearance_design_front_side_negative_feedback,1
Feature_198,摄像头,appearance_design_front_side_negative_feedback,1
Feature_199,缝隙间隙,appearance_design_front_side_negative_feedback,1
Feature_200,差异化,appearance_design_front_side_negative_feedback,1
Feature_201,风格,appearance_design_front_side_negative_feedback,1
Feature_202,车顶摄像头,appearance_design_front_side_negative_feedback,1
Feature_203,接缝处缝隙,appearance_design_front_side_negative_feedback,1
Feature_204,发罩,appearance_design_front_side_negative_feedback,1
Feature_205,保险杠,appearance_design_front_side_negative_feedback,1
Feature_206,翼子板,appearance_design_front_side_negative_feedback,1
Feature_207,四门焊点,appearance_design_front_side_negative_feedback,1
Feature_208,抽屉式把手,appearance_design_front_side_negative_feedback,1
Feature_209,把手,appearance_design_front_side_negative_feedback,1
Feature_210,前脸,appearance_design_front_side_negative_feedback,2
Feature_211,车灯闭环,appearance_design_front_side_negative_feedback,1
Feature_212,门把手,appearance_design_front_side_negative_feedback,1
Feature_213,贯穿式前灯,appearance_design_front_side_negative_feedback,1
Feature_214,前灯,appearance_design_front_side_negative_feedback,1
Feature_215,外视镜,appearance_design_front_side_negative_feedback,1
Feature_216,前后组合大灯,appearance_design_front_side_negative_feedback,1
Feature_217,前格栅,appearance_design_front_side_negative_feedback,1
Feature_218,镀铬装饰条,appearance_design_front_side_negative_feedback,1
Feature_219,车身侧面线条,appearance_design_front_side_negative_feedback,1
Feature_220,侧围,appearance_design_front_side_negative_feedback,1
Feature_221,车漆,appearance_design_paint_color_positive_feedback,1
Feature_222,颜色,appearance_design_paint_color_positive_feedback,3
Feature_223,简约风格,appearance_design_paint_color_positive_feedback,1
Feature_224,色彩选择,appearance_design_paint_color_positive_feedback,1
Feature_225,漆面,appearance_design_paint_color_positive_feedback,3
Feature_226,色彩协调性,appearance_design_paint_color_positive_feedback,1
Feature_227,色调风格,appearance_design_paint_color_positive_feedback,1
Feature_228,年轻感,appearance_design_paint_color_positive_feedback,1
Feature_229,车漆外观颜色,appearance_design_paint_color_positive_feedback,1
Feature_230,颜色设计风格,appearance_design_paint_color_positive_feedback,1
Feature_231,颜色饱和度,appearance_design_paint_color_positive_feedback,1
Feature_232,颜色均匀性,appearance_design_paint_color_positive_feedback,1
Feature_233,颜色中性度,appearance_design_paint_color_positive_feedback,1
Feature_234,漆面颜色,appearance_design_paint_color_positive_feedback,2
Feature_235,色泽,appearance_design_paint_color_positive_feedback,1
Feature_236,漆面饱满度,appearance_design_paint_color_positive_feedback,1
Feature_237,光泽度,appearance_design_paint_color_positive_feedback,1
Feature_238,漆膜硬度,appearance_design_paint_color_positive_feedback,1
Feature_239,稳重感,appearance_design_paint_color_positive_feedback,1
Feature_240,大气感,appearance_design_paint_color_positive_feedback,1
Feature_241,低调感,appearance_design_paint_color_positive_feedback,1
Feature_242,豪华感,appearance_design_paint_color_positive_feedback,1
Feature_243,车漆光泽,appearance_design_paint_color_positive_feedback,1
Feature_244,质感,appearance_design_paint_color_positive_feedback,3
Feature_245,廉价感,appearance_design_paint_color_positive_feedback,1
Feature_246,触感,appearance_design_paint_color_positive_feedback,1
Feature_247,漆面品质,appearance_design_paint_color_positive_feedback,1
Feature_248,车灯设计,appearance_design_paint_color_positive_feedback,1
Feature_249,科技感,appearance_design_paint_color_positive_feedback,1
Feature_250,漆面色泽,appearance_design_paint_color_positive_feedback,1
Feature_251,橘皮纹,appearance_design_paint_color_positive_feedback,1
Feature_252,车身颜色,appearance_design_paint_color_positive_feedback,2
Feature_253,内饰搭配,appearance_design_paint_color_positive_feedback,1
Feature_254,车漆外观,appearance_design_paint_color_positive_feedback,1
Feature_255,车身配色,appearance_design_paint_color_positive_feedback,1
Feature_256,亮饰条,appearance_design_paint_color_positive_feedback,1
Feature_257,色差处理,appearance_design_paint_color_positive_feedback,1
Feature_258,车漆质量,appearance_design_paint_color_positive_feedback,1
Feature_259,越野风格,appearance_design_paint_color_positive_feedback,1
Feature_260,高级感,appearance_design_paint_color_positive_feedback,1
Feature_261,红色金属漆,appearance_design_paint_color_positive_feedback,1
Feature_262,贵价感,appearance_design_paint_color_positive_feedback,1
Feature_263,个性色,appearance_design_paint_color_negative_feedback,1
Feature_264,漆面质感,appearance_design_paint_color_negative_feedback,1
Feature_265,手感,appearance_design_paint_color_negative_feedback,1
Feature_266,车漆颜色,appearance_design_paint_color_negative_feedback,1
Feature_267,品质感,appearance_design_paint_color_negative_feedback,1
Feature_268,第一视觉感触,appearance_design_paint_color_negative_feedback,1
Feature_269,颜色,appearance_design_paint_color_negative_feedback,2
Feature_270,黑白银灰,appearance_design_paint_color_negative_feedback,1
Feature_271,价格,appearance_design_paint_color_negative_feedback,1
Feature_272,漆面质量,appearance_design_paint_color_negative_feedback,1
Feature_273,造型,appearance_design_paint_color_negative_feedback,1
Feature_274,创新,appearance_design_paint_color_negative_feedback,1
Feature_275,形状,appearance_design_other_positive_feedback,1
Feature_276,外观,appearance_design_other_positive_feedback,1
Feature_277,车头,appearance_design_other_negative_feedback,1
Feature_278,轻薄,interior_design_layout_positive_feedback,1
Feature_279,简约,interior_design_layout_positive_feedback,4
Feature_280,科技感,interior_design_layout_positive_feedback,3
Feature_281,简约性,interior_design_layout_positive_feedback,1
Feature_282,储物区域布局,interior_design_layout_positive_feedback,1
Feature_283,控制区域布局,interior_design_layout_positive_feedback,1
Feature_284,分布科学性,interior_design_layout_positive_feedback,1
Feature_285,简洁性,interior_design_layout_positive_feedback,1
Feature_286,装饰,interior_design_layout_positive_feedback,1
Feature_287,包袱面积,interior_design_layout_positive_feedback,1
Feature_288,整体感,interior_design_layout_positive_feedback,1
Feature_289,环抱式设计,interior_design_layout_positive_feedback,1
Feature_290,类翅膀造型,interior_design_layout_positive_feedback,1
Feature_291,中控,interior_design_layout_positive_feedback,1
Feature_292,方向盘,interior_design_layout_positive_feedback,1
Feature_293,6座布局,interior_design_layout_positive_feedback,1
Feature_294,布局合理性,interior_design_layout_positive_feedback,1
Feature_295,配色,interior_design_layout_positive_feedback,1
Feature_296,豪华感,interior_design_layout_positive_feedback,2
Feature_297,空间,interior_design_layout_positive_feedback,3
Feature_298,内饰简洁性,interior_design_layout_positive_feedback,1
Feature_299,软包处理,interior_design_layout_positive_feedback,1
Feature_300,搪塑软化处理,interior_design_layout_positive_feedback,1
Feature_301,身体接触部分,interior_design_layout_positive_feedback,1
Feature_302,内饰质感,interior_design_layout_positive_feedback,2
Feature_303,塑料有型感,interior_design_layout_positive_feedback,1
Feature_304,皮质柔软感,interior_design_layout_positive_feedback,1
Feature_305,整体氛围,interior_design_layout_positive_feedback,1
Feature_306,统一性,interior_design_layout_positive_feedback,1
Feature_307,仪表台,interior_design_layout_positive_feedback,1
Feature_308,简约大方性,interior_design_layout_positive_feedback,1
Feature_309,磁吸储物,interior_design_layout_positive_feedback,1
Feature_310,简洁,interior_design_layout_positive_feedback,4
Feature_311,新能源风格,interior_design_layout_positive_feedback,1
Feature_312,氛围感营造,interior_design_layout_positive_feedback,1
Feature_313,整体性,interior_design_layout_positive_feedback,1
Feature_314,氛围灯,interior_design_layout_positive_feedback,3
Feature_315,内饰材料,interior_design_layout_positive_feedback,1
Feature_316,内饰颜色,interior_design_layout_positive_feedback,1
Feature_317,呼应关系,interior_design_layout_positive_feedback,1
Feature_318,温馨感,interior_design_layout_positive_feedback,2
Feature_319,舒适性,interior_design_layout_positive_feedback,1
Feature_320,空间布局,interior_design_layout_positive_feedback,1
Feature_321,尊贵感,interior_design_layout_positive_feedback,1
Feature_322,后备箱软包,interior_design_layout_positive_feedback,1
Feature_323,IP贯穿屏,interior_design_layout_positive_feedback,1
Feature_324,体验,interior_design_layout_positive_feedback,1
Feature_325,真皮座椅,interior_design_layout_positive_feedback,1
Feature_326,座椅加热,interior_design_layout_positive_feedback,1
Feature_327,座椅电动调节,interior_design_layout_positive_feedback,1
Feature_328,座椅通风,interior_design_layout_positive_feedback,1
Feature_329,座椅按摩,interior_design_layout_positive_feedback,1
Feature_330,电动遮阳帘,interior_design_layout_positive_feedback,1
Feature_331,紫外线隔绝率,interior_design_layout_positive_feedback,1
Feature_332,压缩机冰箱,interior_design_layout_positive_feedback,1
Feature_333,全功能方向盘,interior_design_layout_positive_feedback,1
Feature_334,新势力简洁,interior_design_layout_positive_feedback,1
Feature_335,高级感,interior_design_layout_positive_feedback,2
Feature_336,低廉感,interior_design_layout_positive_feedback,1
Feature_337,内饰风格,interior_design_layout_positive_feedback,1
Feature_338,操控,interior_design_layout_positive_feedback,1
Feature_339,豪华,interior_design_layout_positive_feedback,1
Feature_340,低调,interior_design_layout_positive_feedback,1
Feature_341,浅色设计,interior_design_layout_positive_feedback,1
Feature_342,车内明亮,interior_design_layout_positive_feedback,1
Feature_343,家用,interior_design_layout_positive_feedback,1
Feature_344,第三排座椅舒适性,interior_design_layout_positive_feedback,1
Feature_345,车窗遮阳帘,interior_design_layout_positive_feedback,1
Feature_346,内饰设计风格,interior_design_layout_positive_feedback,1
Feature_347,中控台布局,interior_design_layout_positive_feedback,1
Feature_348,中控显示屏,interior_design_layout_positive_feedback,1
Feature_349,车辆控制功能,interior_design_layout_positive_feedback,1
Feature_350,整体风格,interior_design_layout_positive_feedback,1
Feature_351,BOSE音响,interior_design_layout_positive_feedback,1
Feature_352,后排座椅加热,interior_design_layout_positive_feedback,1
Feature_353,屏幕,interior_design_layout_positive_feedback,1
Feature_354,舒适,interior_design_layout_positive_feedback,1
Feature_355,内饰布置,interior_design_layout_positive_feedback,1
Feature_356,内饰,interior_design_layout_positive_feedback,2
Feature_357,座椅,interior_design_layout_positive_feedback,1
Feature_358,空间感,interior_design_layout_positive_feedback,2
Feature_359,大屏,interior_design_layout_positive_feedback,1
Feature_360,天幕屏,interior_design_layout_positive_feedback,1
Feature_361,储物空间,interior_design_layout_positive_feedback,1
Feature_362,设计风格,interior_design_layout_positive_feedback,1
Feature_363,座位数,interior_design_layout_positive_feedback,1
Feature_364,线条,interior_design_layout_negative_feedback,1
Feature_365,做工,interior_design_layout_negative_feedback,1
Feature_366,置物,interior_design_layout_negative_feedback,1
Feature_367,内饰,interior_design_layout_negative_feedback,1
Feature_368,开关,interior_design_layout_negative_feedback,1
Feature_369,储物空间,interior_design_layout_negative_feedback,2
Feature_370,皮质,interior_design_layout_negative_feedback,1
Feature_371,仪表台,interior_design_layout_negative_feedback,1
Feature_372,按键,interior_design_layout_negative_feedback,1
Feature_373,辨识度,interior_design_layout_negative_feedback,1
Feature_374,二排过道,interior_design_layout_negative_feedback,1
Feature_375,质感,interior_design_layout_negative_feedback,1
Feature_376,方向盘形状,interior_design_layout_negative_feedback,1
Feature_377,座椅,interior_design_layout_negative_feedback,2
Feature_378,翻毛皮,interior_design_layout_negative_feedback,1
Feature_379,塑料件,interior_design_layout_negative_feedback,1
Feature_380,板块体验,interior_design_layout_negative_feedback,1
Feature_381,设计,interior_design_layout_negative_feedback,1
Feature_382,空间,interior_design_layout_negative_feedback,3
Feature_383,个性,interior_design_layout_negative_feedback,1
Feature_384,前排座椅调整,interior_design_layout_negative_feedback,1
Feature_385,导轨,interior_design_layout_negative_feedback,1
Feature_386,仪表,interior_design_layout_negative_feedback,1
Feature_387,用料,interior_design_layout_negative_feedback,2
Feature_388,软包区域,interior_design_layout_negative_feedback,1
Feature_389,造型风格,interior_design_layout_negative_feedback,1
Feature_390,副驾前方储物格,interior_design_layout_negative_feedback,1
Feature_391,抽屉,interior_design_layout_negative_feedback,1
Feature_392,前排中间空调出风口,interior_design_layout_negative_feedback,1
Feature_393,座位数,interior_design_layout_negative_feedback,1
Feature_394,做工,interior_material_workmanship_positive_feedback,2
Feature_395,细节处理,interior_material_workmanship_positive_feedback,2
Feature_396,设计风格,interior_material_workmanship_positive_feedback,3
Feature_397,科技感,interior_material_workmanship_positive_feedback,1
Feature_398,用料,interior_material_workmanship_positive_feedback,7
Feature_399,工艺,interior_material_workmanship_positive_feedback,1
Feature_400,车型体验,interior_material_workmanship_positive_feedback,1
Feature_401,包覆面积,interior_material_workmanship_positive_feedback,1
Feature_402,气味,interior_material_workmanship_positive_feedback,2
Feature_403,竹炭材质,interior_material_workmanship_positive_feedback,1
Feature_404,身体接触部分,interior_material_workmanship_positive_feedback,1
Feature_405,软包,interior_material_workmanship_positive_feedback,3
Feature_406,搪塑处理,interior_material_workmanship_positive_feedback,1
Feature_407,一键小憩模式,interior_material_workmanship_positive_feedback,1
Feature_408,大床模式,interior_material_workmanship_positive_feedback,1
Feature_409,IP台,interior_material_workmanship_positive_feedback,1
Feature_410,仿麂皮材质,interior_material_workmanship_positive_feedback,1
Feature_411,仪表台表面材质,interior_material_workmanship_positive_feedback,1
Feature_412,氛围灯,interior_material_workmanship_positive_feedback,1
Feature_413,亲肤感,interior_material_workmanship_positive_feedback,1
Feature_414,包覆,interior_material_workmanship_positive_feedback,1
Feature_415,化妆镜,interior_material_workmanship_positive_feedback,2
Feature_416,车型定位,interior_material_workmanship_positive_feedback,1
Feature_417,用户使用体验,interior_material_workmanship_positive_feedback,1
Feature_418,座椅,interior_material_workmanship_positive_feedback,2
Feature_419,内饰质感,interior_material_workmanship_positive_feedback,2
Feature_420,软质覆盖,interior_material_workmanship_positive_feedback,1
Feature_421,简洁,interior_material_workmanship_positive_feedback,1
Feature_422,皮质,interior_material_workmanship_positive_feedback,1
Feature_423,身体接触面真皮,interior_material_workmanship_positive_feedback,1
Feature_424,用料品质,interior_material_workmanship_positive_feedback,1
Feature_425,地毯用料,interior_material_workmanship_positive_feedback,1
Feature_426,车顶材质,interior_material_workmanship_positive_feedback,1
Feature_427,麂皮,interior_material_workmanship_positive_feedback,1
Feature_428,真皮,interior_material_workmanship_positive_feedback,1
Feature_429,整洁,interior_material_workmanship_positive_feedback,1
Feature_430,座椅材质,interior_material_workmanship_positive_feedback,1
Feature_431,内饰造型,interior_material_workmanship_positive_feedback,1
Feature_432,内饰材质,interior_material_workmanship_positive_feedback,1
Feature_433,内饰颜色,interior_material_workmanship_positive_feedback,1
Feature_434,仪表集成,interior_material_workmanship_positive_feedback,1
Feature_435,方向盘,interior_material_workmanship_positive_feedback,2
Feature_436,门饰板,interior_material_workmanship_positive_feedback,1
Feature_437,仪表板,interior_material_workmanship_positive_feedback,1
Feature_438,配合间隙,interior_material_workmanship_positive_feedback,1
Feature_439,面差,interior_material_workmanship_positive_feedback,1
Feature_440,颜色,interior_material_workmanship_positive_feedback,1
Feature_441,触感,interior_material_workmanship_positive_feedback,3
Feature_442,内饰设计,interior_material_workmanship_positive_feedback,1
Feature_443,翻毛皮,interior_material_workmanship_positive_feedback,1
Feature_444,拉手,interior_material_workmanship_positive_feedback,1
Feature_445,温馨感,interior_material_workmanship_positive_feedback,1
Feature_446,高级感,interior_material_workmanship_positive_feedback,2
Feature_447,门板,interior_material_workmanship_positive_feedback,1
Feature_448,包覆材料,interior_material_workmanship_positive_feedback,1
Feature_449,实木,interior_material_workmanship_positive_feedback,1
Feature_450,内饰手感,interior_material_workmanship_positive_feedback,1
Feature_451,触摸感,interior_material_workmanship_positive_feedback,1
Feature_452,亮饰条,interior_material_workmanship_positive_feedback,1
Feature_453,软包覆,interior_material_workmanship_positive_feedback,2
Feature_454,品质感,interior_material_workmanship_positive_feedback,1
Feature_455,廉价感,interior_material_workmanship_positive_feedback,1
Feature_456,车载冰箱,interior_material_workmanship_positive_feedback,1
Feature_457,静音性,interior_material_workmanship_positive_feedback,1
Feature_458,顺滑性,interior_material_workmanship_positive_feedback,1
Feature_459,手感,interior_material_workmanship_positive_feedback,1
Feature_460,质感,interior_material_workmanship_positive_feedback,2
Feature_461,包裹性,interior_material_workmanship_positive_feedback,1
Feature_462,内饰,interior_material_workmanship_positive_feedback,1
Feature_463,设计,interior_material_workmanship_positive_feedback,1
Feature_464,舒适性,interior_material_workmanship_positive_feedback,1
Feature_465,喇叭网孔,interior_material_workmanship_negative_feedback,1
Feature_466,内饰,interior_material_workmanship_negative_feedback,2
Feature_467,后排座椅,interior_material_workmanship_negative_feedback,1
Feature_468,细节品质,interior_material_workmanship_negative_feedback,1
