issue_id,name,source_column,mention_count
Issue_75,门把手,appearance_design_front_side_negative_feedback,1
Issue_76,贯穿式前灯,appearance_design_front_side_negative_feedback,1
Issue_77,外视镜,appearance_design_front_side_negative_feedback,1
Issue_78,前后组合大灯,appearance_design_front_side_negative_feedback,1
Issue_79,前格栅,appearance_design_front_side_negative_feedback,1
Issue_80,车身侧面线条,appearance_design_front_side_negative_feedback,1
Issue_81,侧围,appearance_design_front_side_negative_feedback,1
Issue_82,个性色展示,appearance_design_paint_color_negative_feedback,1
Issue_83,漆面质感,appearance_design_paint_color_negative_feedback,1
Issue_84,漆面手感,appearance_design_paint_color_negative_feedback,1
Issue_85,车漆颜色品质感,appearance_design_paint_color_negative_feedback,1
Issue_86,车漆颜色视觉感触,appearance_design_paint_color_negative_feedback,1
Issue_87,颜色单调,appearance_design_paint_color_negative_feedback,1
Issue_88,黑白银灰颜色,appearance_design_paint_color_negative_feedback,1
Issue_89,价格,appearance_design_paint_color_negative_feedback,1
Issue_90,漆面质量,appearance_design_paint_color_negative_feedback,1
Issue_91,造型,appearance_design_paint_color_negative_feedback,1
Issue_92,创新色,appearance_design_paint_color_negative_feedback,1
Issue_93,车头尺寸,appearance_design_other_negative_feedback,1
Issue_94,视觉吸引力,appearance_design_other_negative_feedback,1
Issue_95,价值感,interior_design_layout_negative_feedback,1
Issue_96,线条流畅度,interior_design_layout_negative_feedback,1
Issue_97,做工,interior_design_layout_negative_feedback,1
Issue_98,简洁性,interior_design_layout_negative_feedback,1
Issue_99,置物便利性,interior_design_layout_negative_feedback,1
Issue_100,内饰精致度,interior_design_layout_negative_feedback,1
Issue_101,开关缝隙,interior_design_layout_negative_feedback,1
Issue_102,储物空间,interior_design_layout_negative_feedback,2
Issue_103,皮质亲肤感,interior_design_layout_negative_feedback,1
Issue_104,仪表台塑料感,interior_design_layout_negative_feedback,1
Issue_105,塑料感,interior_design_layout_negative_feedback,1
Issue_106,按键数量,interior_design_layout_negative_feedback,1
Issue_107,辨识度,interior_design_layout_negative_feedback,1
Issue_108,二排过道,interior_design_layout_negative_feedback,1
Issue_109,质感,interior_design_layout_negative_feedback,1
Issue_110,方向盘形状,interior_design_layout_negative_feedback,1
Issue_111,座椅,interior_design_layout_negative_feedback,1
Issue_112,翻毛皮,interior_design_layout_negative_feedback,1
Issue_113,塑料部件,interior_design_layout_negative_feedback,1
Issue_114,板块体验,interior_design_layout_negative_feedback,1
Issue_115,设计简洁性,interior_design_layout_negative_feedback,1
Issue_116,空间,interior_design_layout_negative_feedback,2
Issue_117,个性,interior_design_layout_negative_feedback,1
Issue_118,前排座椅调节,interior_design_layout_negative_feedback,1
Issue_119,前排空间,interior_design_layout_negative_feedback,1
Issue_120,老气,interior_design_layout_negative_feedback,1
Issue_121,座椅脏污,interior_design_layout_negative_feedback,1
Issue_122,导轨外露,interior_design_layout_negative_feedback,1
Issue_123,仪表尺寸小,interior_design_layout_negative_feedback,1
Issue_124,用料一般,interior_design_layout_negative_feedback,1
Issue_125,软包区域不足,interior_design_layout_negative_feedback,1
Issue_126,风格不新潮,interior_design_layout_negative_feedback,1
Issue_127,造型风格一般,interior_design_layout_negative_feedback,1
Issue_128,储物格位置新颖,interior_design_layout_negative_feedback,1
Issue_129,抽屉推拉费劲,interior_design_layout_negative_feedback,1
Issue_130,空调出风口位置不习惯,interior_design_layout_negative_feedback,1
Issue_131,用料不真诚,interior_design_layout_negative_feedback,1
Issue_132,喇叭网孔,interior_material_workmanship_negative_feedback,1
Issue_133,浅色内饰,interior_material_workmanship_negative_feedback,1
Issue_134,后排座椅,interior_material_workmanship_negative_feedback,1
Issue_135,细节品质,interior_material_workmanship_negative_feedback,1
Issue_136,金属制品,interior_material_workmanship_negative_feedback,1
Issue_137,内饰,interior_material_workmanship_negative_feedback,1
Issue_138,软包,interior_material_workmanship_negative_feedback,1
Issue_139,门板开关面板,interior_material_workmanship_negative_feedback,1
Issue_140,中控台饰板,interior_material_workmanship_negative_feedback,2
Issue_141,触感,interior_material_workmanship_negative_feedback,1
Issue_142,毛织材质,interior_material_workmanship_negative_feedback,1
Issue_143,内饰接缝面,interior_material_workmanship_negative_feedback,1
Issue_144,按摩功能,interior_material_workmanship_negative_feedback,1
Issue_145,内饰布局,interior_material_workmanship_negative_feedback,1
Issue_146,内饰配色,interior_material_workmanship_negative_feedback,1
Issue_147,内饰用料,interior_material_workmanship_negative_feedback,1
Issue_148,布料,interior_material_workmanship_negative_feedback,1
Issue_149,硬塑料,interior_material_workmanship_negative_feedback,2
Issue_150,双连屏设计,interior_material_workmanship_negative_feedback,1
Issue_151,内饰材质,interior_material_workmanship_negative_feedback,1
Issue_152,内饰设计,interior_material_workmanship_negative_feedback,1
Issue_153,用料,interior_material_workmanship_negative_feedback,3
Issue_154,按键面板设计,interior_material_workmanship_negative_feedback,1
Issue_155,IP台,interior_material_workmanship_negative_feedback,1
Issue_156,翻毛皮,interior_material_workmanship_negative_feedback,1
Issue_157,低档软包覆,interior_material_workmanship_negative_feedback,1
Issue_158,做工,interior_material_workmanship_negative_feedback,1
Issue_159,精细感,interior_material_workmanship_negative_feedback,1
Issue_160,仪表台镀铬饰条,interior_material_workmanship_negative_feedback,1
Issue_161,年轻新潮要求适配性,interior_material_workmanship_negative_feedback,1
Issue_162,硬质材质,interior_material_workmanship_negative_feedback,1
Issue_163,软包用料,interior_material_workmanship_negative_feedback,1
Issue_164,仿皮座椅,interior_material_workmanship_negative_feedback,1
Issue_165,亮点,interior_material_workmanship_negative_feedback,1
Issue_166,第三排空间,interior_material_workmanship_negative_feedback,1
Issue_167,材质,interior_material_workmanship_negative_feedback,1
Issue_168,Console,interior_material_workmanship_negative_feedback,1
Issue_169,门板,interior_material_workmanship_negative_feedback,1
Issue_170,顶棚材质,interior_material_workmanship_negative_feedback,1
Issue_171,顶棚工艺,interior_material_workmanship_negative_feedback,1
Issue_172,光泽度,interior_color_atmosphere_negative_feedback,1
Issue_173,温度感,interior_color_atmosphere_negative_feedback,1
Issue_174,耐脏性,interior_color_atmosphere_negative_feedback,2
Issue_175,科技感,interior_color_atmosphere_negative_feedback,1
Issue_176,温馨感,interior_color_atmosphere_negative_feedback,1
Issue_177,前排氛围感,interior_color_atmosphere_negative_feedback,1
Issue_178,三排氛围感,interior_color_atmosphere_negative_feedback,1
Issue_179,二排氛围感,interior_color_atmosphere_negative_feedback,1
Issue_180,颜色,interior_color_atmosphere_negative_feedback,1
Issue_181,氛围灯颜色,interior_color_atmosphere_negative_feedback,1
Issue_182,内饰搭配,interior_color_atmosphere_negative_feedback,1
Issue_183,亮度,interior_color_atmosphere_negative_feedback,1
Issue_184,氛围感,interior_color_atmosphere_negative_feedback,1
Issue_185,品牌风格,interior_color_atmosphere_negative_feedback,1
Issue_186,设计独特性,interior_color_atmosphere_negative_feedback,1
Issue_187,内饰风格,interior_color_atmosphere_negative_feedback,1
Issue_188,设计单调性,interior_color_atmosphere_negative_feedback,1
Issue_189,内饰颜色选择,interior_color_atmosphere_negative_feedback,1
Issue_190,内饰质感,interior_color_atmosphere_negative_feedback,1
Issue_191,沉浸感,interior_color_atmosphere_negative_feedback,1
Issue_192,色彩搭配,interior_color_atmosphere_negative_feedback,2
Issue_193,橙色内饰倒影,interior_color_atmosphere_negative_feedback,1
Issue_194,视野清晰度,interior_color_atmosphere_negative_feedback,1
Issue_195,米色耐脏性,interior_color_atmosphere_negative_feedback,1
Issue_196,氛围灯可见度,interior_color_atmosphere_negative_feedback,2
Issue_197,颜色设计,interior_color_atmosphere_negative_feedback,1
Issue_198,实车观感,interior_color_atmosphere_negative_feedback,1
Issue_199,内饰配色数量,interior_color_atmosphere_negative_feedback,1
Issue_200,灯光氛围,interior_color_atmosphere_negative_feedback,1
Issue_201,三排座椅高度,interior_design_details_negative_feedback,1
Issue_202,三排座椅长度,interior_design_details_negative_feedback,1
Issue_203,三排座椅腿部支撑,interior_design_details_negative_feedback,1
Issue_204,三排座椅质感,interior_design_details_negative_feedback,1
Issue_205,后备箱外包裹,interior_design_details_negative_feedback,1
Issue_206,三排座椅后侧外包裹,interior_design_details_negative_feedback,1
Issue_207,内开门把手,interior_design_details_negative_feedback,1
Issue_208,细节精致感,interior_design_details_negative_feedback,1
Issue_209,副驾手套箱,interior_design_details_negative_feedback,1
Issue_210,冰箱位内切设计,interior_design_details_negative_feedback,1
Issue_211,冰箱位材质,interior_design_details_negative_feedback,1
Issue_212,后排座椅通风,interior_design_details_negative_feedback,1
Issue_213,二排左后小桌板,interior_design_details_negative_feedback,1
Issue_214,方向盘导航按钮控制精准度,interior_design_details_negative_feedback,1
Issue_215,中央出风口装饰条,interior_design_details_negative_feedback,1
Issue_216,中央扶手USB接口,interior_design_details_negative_feedback,1
Issue_217,门板,interior_design_details_negative_feedback,1
Issue_218,扶手下半部分,interior_design_details_negative_feedback,1
Issue_219,装配工艺,interior_design_details_negative_feedback,1
Issue_220,座椅舒适性,interior_design_other_negative_feedback,1
Issue_221,前排腿部空间,smart_cabin_hardware_negative_feedback,1
Issue_222,组合仪表屏幕尺寸,smart_cabin_hardware_negative_feedback,1
Issue_223,左右屏联动交互,smart_cabin_hardware_negative_feedback,1
Issue_224,主仪表尺寸,smart_cabin_hardware_negative_feedback,1
Issue_225,前挡投影内容量,smart_cabin_hardware_negative_feedback,1
Issue_226,鸿蒙系统价格,smart_cabin_hardware_negative_feedback,1
Issue_227,车机芯片性能,smart_cabin_hardware_negative_feedback,1
Issue_228,屏幕分辨率,smart_cabin_hardware_negative_feedback,1
Issue_229,智驾性能,smart_cabin_hardware_negative_feedback,1
Issue_230,高速智驾支持,smart_cabin_hardware_negative_feedback,1
Issue_231,AV主机,smart_cabin_hardware_negative_feedback,1
Issue_232,音响数量,smart_cabin_hardware_negative_feedback,1
Issue_233,二排音响感知,smart_cabin_hardware_negative_feedback,1
Issue_234,副驾小桌板设计,smart_cabin_hardware_negative_feedback,1
Issue_235,屏幕堆砌,smart_cabin_hardware_negative_feedback,1
Issue_236,新科技体验,smart_cabin_hardware_negative_feedback,1
Issue_237,屏幕按键操作,smart_cabin_hardware_negative_feedback,1
Issue_238,清晰度,smart_cabin_ui_negative_feedback,1
Issue_239,品质感,smart_cabin_ui_negative_feedback,1
Issue_240,大屏,smart_cabin_ui_negative_feedback,2
Issue_241,UI设计,smart_cabin_ui_negative_feedback,1
Issue_242,闪退,smart_cabin_ui_negative_feedback,1
Issue_243,显示效果,smart_cabin_ui_negative_feedback,1
Issue_244,图标,smart_cabin_ui_negative_feedback,1
Issue_245,功能菜单层级,smart_cabin_ui_negative_feedback,1
Issue_246,图标显示比例,smart_cabin_ui_negative_feedback,1
Issue_247,主界面程序数量,smart_cabin_ui_negative_feedback,1
Issue_248,车型差异化,smart_cabin_ui_negative_feedback,1
Issue_249,功能,smart_cabin_ui_negative_feedback,1
Issue_250,应用,smart_cabin_ui_negative_feedback,1
Issue_251,整车功能,smart_cabin_ui_negative_feedback,1
Issue_252,操作界面,smart_cabin_ui_negative_feedback,1
Issue_253,美术设计,smart_cabin_ui_negative_feedback,1
Issue_254,功能,smart_cabin_ecosystem_negative_feedback,1
Issue_255,图标布局,smart_cabin_ecosystem_negative_feedback,1
Issue_256,语音识别准确率,smart_cabin_ecosystem_negative_feedback,1
Issue_257,连续操作卡顿,smart_cabin_ecosystem_negative_feedback,1
Issue_258,开放性,smart_cabin_ecosystem_negative_feedback,1
Issue_259,丰富度,smart_cabin_ecosystem_negative_feedback,1
Issue_260,第三方应用,smart_cabin_ecosystem_negative_feedback,1
Issue_261,车机,smart_cabin_ecosystem_negative_feedback,1
Issue_262,银河,smart_cabin_ecosystem_negative_feedback,1
Issue_263,APP,smart_cabin_ecosystem_negative_feedback,1
Issue_264,APP下载渠道,smart_cabin_ecosystem_negative_feedback,1
Issue_265,娱乐app生态,smart_cabin_ecosystem_negative_feedback,1
Issue_266,APP界面自动回弹,smart_cabin_ecosystem_negative_feedback,1
Issue_267,主界面异常跳转,smart_cabin_ecosystem_negative_feedback,1
Issue_268,AV功能单一,smart_cabin_ecosystem_negative_feedback,1
Issue_269,网联功能不足,smart_cabin_ecosystem_negative_feedback,1
Issue_270,手机互联依赖,smart_cabin_ecosystem_negative_feedback,1
Issue_271,反应速度慢,smart_cabin_voice_assistant_negative_feedback,1
Issue_272,理解能力不足,smart_cabin_voice_assistant_negative_feedback,1
Issue_273,拒识率高,smart_cabin_voice_assistant_negative_feedback,1
Issue_274,识别准确率低,smart_cabin_voice_assistant_negative_feedback,1
Issue_275,响应速度慢,smart_cabin_voice_assistant_negative_feedback,1
Issue_276,同质化,smart_cabin_voice_assistant_negative_feedback,1
Issue_277,唤醒率低,smart_cabin_voice_assistant_negative_feedback,1
Issue_278,唤醒失败,smart_cabin_voice_assistant_negative_feedback,1
Issue_279,语音响应慢,smart_cabin_voice_assistant_negative_feedback,1
Issue_280,语音识别不准,smart_cabin_voice_assistant_negative_feedback,1
Issue_281,连续对话误识别,smart_cabin_voice_assistant_negative_feedback,1
Issue_282,NFC钥匙兼容性,smart_cabin_voice_assistant_negative_feedback,1
Issue_283,UWB钥匙兼容性,smart_cabin_voice_assistant_negative_feedback,1
Issue_284,车机功能局限性,smart_cabin_voice_assistant_negative_feedback,1
Issue_285,高级功能缺失,smart_cabin_voice_assistant_negative_feedback,1
Issue_286,触发灵敏度,smart_cabin_voice_assistant_negative_feedback,1
Issue_287,大屏操作便利性,smart_cabin_unique_features_negative_feedback,1
Issue_288,座舱UI设计,smart_cabin_unique_features_negative_feedback,1
Issue_289,个性化功能,smart_cabin_unique_features_negative_feedback,1
Issue_290,电动功能防夹手设置,smart_cabin_unique_features_negative_feedback,1
Issue_291,应用生态,smart_cabin_unique_features_negative_feedback,1
Issue_292,贯穿屏美观性,smart_cabin_unique_features_negative_feedback,1
Issue_293,UI设计水平,smart_cabin_unique_features_negative_feedback,1
Issue_294,二排遥控器响应速度,smart_cabin_unique_features_negative_feedback,1
Issue_295,车机系统响应速度,smart_cabin_unique_features_negative_feedback,1
Issue_296,PAD车内长时间放置安全性,smart_cabin_unique_features_negative_feedback,1
Issue_297,HUD与仪表盘功能冗余,smart_cabin_unique_features_negative_feedback,1
Issue_298,幼童站立风险,smart_cabin_other_negative_feedback,1
Issue_299,头部碰撞风险,smart_cabin_other_negative_feedback,1
Issue_300,调用不便,smart_cabin_other_negative_feedback,1
Issue_301,智能性差,smart_cabin_other_negative_feedback,1
Issue_302,基础功能缺失,smart_cabin_other_negative_feedback,1
Issue_303,二排座椅过道版扶手,configuration_comfort_features_negative_feedback,1
Issue_304,二排无过道版座椅,configuration_comfort_features_negative_feedback,1
Issue_305,三排座椅,configuration_comfort_features_negative_feedback,1
Issue_306,座椅柔软度,configuration_comfort_features_negative_feedback,1
Issue_307,扭力梁悬架,configuration_comfort_features_negative_feedback,1
Issue_308,悬架硬度,configuration_comfort_features_negative_feedback,1
Issue_309,座椅硬度,configuration_comfort_features_negative_feedback,1
Issue_310,车价,configuration_comfort_features_negative_feedback,1
Issue_311,产品亮点,configuration_comfort_features_negative_feedback,1
Issue_312,二排过道,configuration_comfort_features_negative_feedback,1
Issue_313,主驾座椅电动调节,configuration_comfort_features_negative_feedback,1
Issue_314,360影像,configuration_comfort_features_negative_feedback,1
Issue_315,座椅通风加热开启入口,configuration_comfort_features_negative_feedback,1
Issue_316,续航,configuration_comfort_features_negative_feedback,1
Issue_317,后视镜视野,configuration_comfort_features_negative_feedback,1
Issue_318,车机界面操作,configuration_comfort_features_negative_feedback,1
Issue_319,电动滑移门,configuration_comfort_features_negative_feedback,1
Issue_320,选装费用,configuration_comfort_features_negative_feedback,1
Issue_321,后排座椅靠背调节,configuration_comfort_features_negative_feedback,1
Issue_322,腿托空间,configuration_comfort_features_negative_feedback,1
Issue_323,配置,configuration_comfort_features_negative_feedback,1
Issue_324,第三排空间,configuration_comfort_features_negative_feedback,1
Issue_325,副驾屏,configuration_comfort_features_negative_feedback,1
Issue_326,二排屏幕,configuration_tech_features_negative_feedback,1
Issue_327,闪屏,configuration_tech_features_negative_feedback,1
Issue_328,亮点功能,configuration_tech_features_negative_feedback,1
Issue_329,流媒体后视镜,configuration_tech_features_negative_feedback,1
Issue_330,自主能力,configuration_tech_features_negative_feedback,1
Issue_331,冰箱,configuration_tech_features_negative_feedback,1
Issue_332,碰撞提示音,configuration_tech_features_negative_feedback,1
Issue_333,语音提醒,configuration_tech_features_negative_feedback,1
Issue_334,幕布,configuration_tech_features_negative_feedback,1
Issue_335,屏幕,configuration_tech_features_negative_feedback,1
Issue_336,激光雷达,configuration_tech_features_negative_feedback,1
Issue_337,智驾,configuration_tech_features_negative_feedback,1
Issue_338,智驾水平,configuration_other_negative_feedback,1
Issue_339,安全气囊数量,configuration_other_negative_feedback,1
Issue_340,正式测评成绩,configuration_other_negative_feedback,1
Issue_341,目标用户匹配度,configuration_other_negative_feedback,1
Issue_342,产品亮点,configuration_other_negative_feedback,1
Issue_343,产品特点,configuration_other_negative_feedback,1
Issue_344,缝隙控制,body_gap_negative_feedback,1
Issue_345,车身缝隙,body_gap_negative_feedback,2
Issue_346,内饰缝,body_gap_negative_feedback,1
Issue_347,车门接缝,body_gap_negative_feedback,1
Issue_348,车外钣金缝隙,body_gap_negative_feedback,1
Issue_349,段差,body_gap_negative_feedback,1
Issue_350,行李仓内饰平顺性,body_gap_negative_feedback,1
Issue_351,车膜,body_gap_negative_feedback,1
Issue_352,后视镜拔膜缝,body_gap_negative_feedback,1
Issue_353,缝隙对齐,body_gap_negative_feedback,1
Issue_354,缝线均匀性,body_gap_negative_feedback,1
Issue_355,焊点规则性,body_gap_negative_feedback,1
Issue_356,缝隙,body_gap_negative_feedback,1
Issue_357,内饰装配缝隙,body_gap_negative_feedback,1
Issue_358,门下本体,material_color_consistency_negative_feedback,1
Issue_359,颜色,material_color_consistency_negative_feedback,1
Issue_360,仪表台,material_color_consistency_negative_feedback,1
Issue_361,导轨,material_color_consistency_negative_feedback,1
Issue_362,外观,material_color_consistency_negative_feedback,1
Issue_363,整体搭配,material_color_consistency_negative_feedback,1
Issue_364,非接触面,material_color_consistency_negative_feedback,1
Issue_365,旋转式外把手,closure_quality_negative_feedback,1
Issue_366,关门割手,closure_quality_negative_feedback,1
Issue_367,新国标符合性,closure_quality_negative_feedback,1
Issue_368,开门突变,closure_quality_negative_feedback,1
Issue_369,开门力分段感,closure_quality_negative_feedback,1
Issue_370,开门力,closure_quality_negative_feedback,1
Issue_371,关门声音,closure_quality_negative_feedback,1
Issue_372,门饰板,closure_quality_negative_feedback,1
Issue_373,关门声品质,closure_quality_negative_feedback,1
Issue_374,副驾小桌板,closure_quality_negative_feedback,1
Issue_375,小桌板卡滞,closure_quality_negative_feedback,1
Issue_376,电吸门,closure_quality_negative_feedback,1
Issue_377,质感,button_quality_negative_feedback,4
Issue_378,品质,button_quality_negative_feedback,1
Issue_379,方向盘,button_quality_negative_feedback,1
Issue_380,车顶触屏,button_quality_negative_feedback,1
Issue_381,按键,button_quality_negative_feedback,3
Issue_382,音量档位,button_quality_negative_feedback,1
Issue_383,隐藏式门把手,button_quality_negative_feedback,1
Issue_384,材质,button_quality_negative_feedback,1
Issue_385,操作质感,button_quality_negative_feedback,1
Issue_386,功能,button_quality_negative_feedback,1
Issue_387,按键反馈,button_quality_negative_feedback,1
Issue_388,机械感,button_quality_negative_feedback,1
Issue_389,按键材质,button_quality_negative_feedback,1
Issue_390,座椅褶皱,overall_quality_other_negative_feedback,1
Issue_391,焊接质量,overall_quality_other_negative_feedback,1
Issue_392,座椅缝线,overall_quality_other_negative_feedback,1
Issue_393,塑料罩盖外漏,overall_quality_other_negative_feedback,1
Issue_394,档次低,overall_quality_other_negative_feedback,1
Issue_395,仪表信息,safety_info_expression_negative_feedback,1
Issue_396,零重力模式安全提醒,safety_info_expression_negative_feedback,1
Issue_397,中控屏播报,safety_info_expression_negative_feedback,1
Issue_398,二排乘客听不清,safety_info_expression_negative_feedback,1
Issue_399,成本上升,passive_safety_negative_feedback,1
Issue_400,侧气帘,passive_safety_negative_feedback,1
Issue_401,正式测评,passive_safety_negative_feedback,1
Issue_402,安全气囊数量,passive_safety_negative_feedback,1
Issue_403,前排中央气囊,passive_safety_negative_feedback,1
Issue_404,独特优势点,active_safety_negative_feedback,1
Issue_405,辅助驾驶复杂场景识别,active_safety_negative_feedback,1
Issue_406,明显劣势点,active_safety_negative_feedback,1
Issue_407,智能驾驶启动延迟,active_safety_negative_feedback,1
Issue_408,智能驾驶响应缓慢,active_safety_negative_feedback,1
Issue_409,智驾L2功能缺失,active_safety_negative_feedback,1
Issue_410,加装计划缺失,active_safety_negative_feedback,1
Issue_411,下车开门预警行人检测缺失,active_safety_negative_feedback,1
Issue_412,高阶智驾付费,active_safety_negative_feedback,1
Issue_413,高阶智驾价格过高,active_safety_negative_feedback,1
Issue_414,高速NOA功能受限,active_safety_negative_feedback,1
Issue_415,最高车速,driving_safety_other_negative_feedback,1
Issue_416,路试,driving_safety_other_negative_feedback,1
Issue_417,车展体验,driving_safety_other_negative_feedback,1
Issue_418,平顺性,driving_safety_other_negative_feedback,1
Issue_419,亮点,driving_safety_other_negative_feedback,1
Issue_420,驾驶,driving_safety_other_negative_feedback,1
Issue_421,前排座椅零重力功能,seat_comfort_negative_feedback,1
Issue_422,二排过道板扶手宽度,seat_comfort_negative_feedback,1
Issue_423,三排座椅乘坐体验,seat_comfort_negative_feedback,1
Issue_424,三排座椅头枕尺寸,seat_comfort_negative_feedback,1
Issue_425,三排座椅电动调节功能,seat_comfort_negative_feedback,1
Issue_426,三排腿部支撑,seat_comfort_negative_feedback,1
Issue_427,三排座椅长度,seat_comfort_negative_feedback,1
Issue_428,三排座椅高度,seat_comfort_negative_feedback,1
Issue_429,座椅柔软度,seat_comfort_negative_feedback,1
Issue_430,座椅按摩功能,seat_comfort_negative_feedback,2
Issue_431,座椅材质,seat_comfort_negative_feedback,2
Issue_432,皮革质感,seat_comfort_negative_feedback,1
Issue_433,二排座椅承托性,seat_comfort_negative_feedback,1
Issue_434,六座空间布局,seat_comfort_negative_feedback,1
Issue_435,腿托支撑性,seat_comfort_negative_feedback,1
Issue_436,座椅硬度,seat_comfort_negative_feedback,4
Issue_437,座椅表面褶皱,seat_comfort_negative_feedback,1
Issue_438,缝线工艺质量,seat_comfort_negative_feedback,1
Issue_439,脚托,seat_comfort_negative_feedback,1
Issue_440,腿托,seat_comfort_negative_feedback,1
Issue_441,Y向空间,seat_comfort_negative_feedback,1
Issue_442,按摩力度,seat_comfort_negative_feedback,1
Issue_443,坐垫按摩,seat_comfort_negative_feedback,1
Issue_444,包裹性,seat_comfort_negative_feedback,2
Issue_445,座椅长度,seat_comfort_negative_feedback,1
Issue_446,后排坐垫高度,seat_comfort_negative_feedback,1
Issue_447,三排座椅靠背硬度,seat_comfort_negative_feedback,1
Issue_448,靠背硬度,seat_comfort_negative_feedback,1
Issue_449,座垫长度,seat_comfort_negative_feedback,1
Issue_450,后排屏幕,seat_comfort_negative_feedback,1
Issue_451,三排头枕,seat_comfort_negative_feedback,1
Issue_452,二排扶手,seat_comfort_negative_feedback,1
Issue_453,支撑感,seat_comfort_negative_feedback,1
Issue_454,后排靠背角度,seat_comfort_negative_feedback,1
